id,text,lang_code,lang_score
1526650,Mudborn,en,0.8157
1534873,L'OUVERTURE,fr,0.8976
1539577,,,0.0
1543356,,,0.0
1545985,,,0.0
1548140,Q,en,0.5
1550772,,,0.0
1553496,,,0.0
1558386,,,0.0
1563145,,,0.0
1568165,,,0.0
1571063,,,0.0
1574119,恐怖的鬼,zh,1.0
1577795,,,0.0
1581907,شب پنجشنبه,fa,0.9949
1586304,,,0.0
1593094,,,0.0
1596328,,,0.0
1600449,,,0.0
1604118,,,0.0
1606966,,,0.0
1610761,,,0.0
1615800,TRANSFORMATION,en,0.9542
1620810,IF I FLINCH I DIE,en,0.993
1624511,,,0.0
1630858,,,0.0
1633413,,,0.0
1638902,,,0.0
1642649,,,0.0
1647795,,,0.0
1651069,,,0.0
1655224,,,0.0
1659112,,,0.0
1662415,SEPTICEMIA,en,0.7753
1666010,,,0.0
1671319,,,0.0
1678298,the waiter,en,0.9999
1684132,,,0.0
1689484,,,0.0
1692531,,,0.0
1699043,,,0.0
1701304,,,0.0
1705345,,,0.0
1708324,,,0.0
1713161,Mácula,pt,0.4906
1716508,,,0.0
1721011,,,0.0
1722502,Dishti Bomma,en,0.257
1725794,,,0.0
1732268,,,0.0
1736769,,,0.0
1740656,,,0.0
9095,Mary Reilly,en,0.6539
20015,KM31,vi,0.2181
28454,CTHULHU MANSION,en,0.5637
40368,NIGHTMARE,en,0.9675
56328,2002,en,0.01
77483,Dunderland,en,0.6843
88784,,,0.0
106569,鬼,zh,1.0
151022,雷りスト,ja,1.0
174838,,,0.0
227992,Necronomica,en,0.4768
246548,,,0.0
256030,MUCK,en,0.9821
266539,仮面ライダーアマゾン,ja,1.0
283419,地獄の島,ja,1.0
301992,PRISON PIT,en,0.9129
317712,さよならの・イー,ja,1.0
324021,姫路城の物語,ja,1.0
330291,,,0.0
337085,E2TRANGED,en,0.9828
352675,pakalpooram,en,0.3783
363164,,,0.0
377409,Killer,en,0.9204
387063,,,0.0
392595,,,0.0
400342,,,0.0
409330,,,0.0
420674,,,0.0
426063,nosferatu,en,0.5228
440444,PIERCING,en,0.4041
447726,,,0.0
451331,,,0.0
458971,,,0.0
466088,,,0.0
473729,,,0.0
480002,,,0.0
482531,,,0.0
484394,,,0.0
485789,భాగమ్మతీ,te,1.0
493198,,,0.0
502755,,,0.0
508385,,,0.0
514233,,,0.0
516327,,,0.0
524138,,,0.0
528146,Aathma Bandhana,en,0.7458
529717,,,0.0
534161,單身男女,zh-TW,1.0
542274,Abhisaarike,en,0.4295
548784,天皆女子,zh,1.0
553880,,,0.0
558510,,,0.0
566025,,,0.0
569329,,,0.0
578469,,,0.0
584466,"the title text you actually see on the poster, or empty if none",en,0.9975
592912,,,0.0
603431,,,0.0
606519,,,0.0
611636,stucco,en,0.921
617935,,,0.0
632259,RETCH,en,0.999
639495,CHLOROFORMED,en,0.7556
643375,,,0.0
647156,,,0.0
652823,,,0.0
657877,,,0.0
663016,,,0.0
667098,,,0.0
671078,,,0.0
676291,,,0.0
680094,,,0.0
687794,,,0.0
690135,,,0.0
691155,,,0.0
694951,,,0.0
705279,,,0.0
718859,,,0.0
721139,,,0.0
726031,,,0.0
728308,,,0.0
730375,静かな怪しい午後に,ja,1.0
735012,,,0.0
739591,,,0.0
744447,,,0.0
747521,,,0.0
751365,,,0.0
753337,,,0.0
757854,,,0.0
762660,,,0.0
764794,,,0.0
767152,Stiff,en,0.8478
770973,,,0.0
774629,,,0.0
782214,,,0.0
787760,,,0.0
791908,,,0.0
795962,ゾンミちゃん,ja,1.0
797006,,,0.0
797937,,,0.0
800984,BUSSY,en,0.5343
809570,,,0.0
812694,,,0.0
817170,,,0.0
822821,Breus Reuces,fr,0.2198
826863,,,0.0
831012,,,0.0
836525,,,0.0
843290,,,0.0
849046,,,0.0
850236,chuzhal,en,0.8482
853688,,,0.0
855472,,,0.0
859659,,,0.0
865949,,,0.0
874995,,,0.0
878720,,,0.0
882186,,,0.0
886638,,,0.0
893335,,,0.0
898348,,,0.0
906200,,,0.0
912650,MORTUS,en,0.5032
926070,,,0.0
931317,,,0.0
933246,,,0.0
938133,N°·°·°,lt,0.3796
940972,,,0.0
943034,,,0.0
949909,Kuntilanak 3,id,0.7844
953714,,,0.0
955715,,,0.0
961652,,,0.0
967810,,,0.0
972988,,,0.0
976532,,,0.0
977648,,,0.0
980677,,,0.0
983581,恐怖の東京ビデオ17,ja,1.0
991544,,,0.0
994633,,,0.0
999287,,,0.0
1005559,,,0.0
1013854,ALANA,en,0.6124
1017030,,,0.0
1021798,,,0.0
1024207,,,0.0
1029683,,,0.0
1034771,,,0.0
1041554,,,0.0
1048107,,,0.0
1049608,恐怖の東京ビデオ21,ja,1.0
1054285,修羅の国,ja,1.0
1060195,,,0.0
1067509,,,0.0
1074249,,,0.0
1078317,,,0.0
1079740,,,0.0
1083022,,,0.0
1086046,腐った幽霊,ja,1.0
1091407,Blood Lust,en,0.9659
1094113,,,0.0
1097612,新本米之三姑,zh,1.0
1101703,新开心鬼,zh,1.0
1105435,MEAT,en,0.9886
1110649,,,0.0
1114750,NIEMAND,de,0.6512
1118857,,,0.0
1121432,Phoenix,en,0.6142
1125649,,,0.0
1133248,,,0.0
1140480,電机思人,zh-TW,1.0
1143697,,,0.0
1146575,PAKULTANAHJAWA,et,0.4219
1149701,,,0.0
1151937,,,0.0
1158484,TREES,en,0.9869
1163427,JOHNNY ANTHOJOHNNY,en,0.7098
1167764,,,0.0
1171889,,,0.0
1173275,,,0.0
1174342,热情,zh,1.0
1179549,เทพเจ้าแห่งความตาย,th,1.0
1180756,krai thong,en,0.324
1185377,,,0.0
1190772,,,0.0
1196070,,,0.0
1199122,恐怖実話 呪い,ja,1.0
1201188,,,0.0
1204029,,,0.0
1206993,,,0.0
1211899,,,0.0
1219673,,,0.0
1222617,,,0.0
1227630,,,0.0
1231045,OTIS,en,0.2004
1233557,,,0.0
1238742,,,0.0
1242176,,,0.0
1245162,,,0.0
1249591,恐怖心霊動画 怨霊,zh-TW,0.8889
1255452,毒劇!呪いの心霊スポット極楽,ja,1.0
1261094,,,0.0
1263426,天地正义,zh,1.0
1267153,,,0.0
1272300,FORECLOSURE 2,en,0.991
1277901,,,0.0
1281250,,,0.0
1284281,,,0.0
1287123,,,0.0
1290430,,,0.0
1293317,CREATURE,en,0.9904
1296590,,,0.0
1300942,,,0.0
1304559,Columnas de Sangre,es,0.8731
1306511,,,0.0
1308384,,,0.0
1312549,,,0.0
1315445,画皮,zh,1.0
1317072,,,0.0
1318113,,,0.0
1320348,,,0.0
1321070,,,0.0
1322696,,,0.0
1327426,,,0.0
1334664,PHENOMENON,en,0.9828
1341041,"鬼片
靈異",zh-TW,0.8
1352257,,,0.0
1356353,,,0.0
1361397,,,0.0
1365751,,,0.0
1368953,,,0.0
1372692,,,0.0
1375238,,,0.0
1377690,首無島,zh-TW,1.0
1379716,,,0.0
1382321,,,0.0
1385721,,,0.0
1389968,,,0.0
1393895,,,0.0
1395614,,,0.0
1398734,,,0.0
1410549,,,0.0
1414671,,,0.0
1418444,,,0.0
1424826,東京惡靈旅館,zh-TW,1.0
1432516,"Goke, Bodysnatcher from Hell",en,0.8313
1434418,,,0.0
1438780,,,0.0
1444302,Podres Alegorias,pt,0.6946
1453271,,,0.0
1457820,convalescent,en,0.9214
1460589,,,0.0
1464992,,,0.0
1471061,Khel,en,0.2649
1478029,"蛇
神",zh,0.6667
1483428,,,0.0
1487210,,,0.0
1492635,,,0.0
1495718,BALJJEO,es,0.9292
1499799,,,0.0
1504677,,,0.0
1506946,,,0.0
1510609,,,0.0
1516591,,,0.0
1520017,,,0.0
1529067,,,0.0
1535813,,,0.0
1540162,,,0.0
1544051,,,0.0
1546574,,,0.0
1548141,Q,en,0.5
1550778,,,0.0
1553741,,,0.0
1558468,Shambhala,en,0.5842
1563653,,,0.0
1568448,鬼泣海岸,zh,1.0
1571171,,,0.0
1574634,,,0.0
1579014,,,0.0
1582037,,,0.0
1586421,,,0.0
1593740,COOKIE CUTTER,en,0.9632
1598383,Aphorisms of the Circus,en,0.9672
1601123,Attrition,en,0.9533
1604555,,,0.0
1607008,,,0.0
1610847,GONFLESH,fr,0.7398
1616160,Scorching,en,0.992
1621268,,,0.0
1624513,,,0.0
1630859,,,0.0
1633457,,,0.0
1639192,,,0.0
1642656,,,0.0
1648343,,,0.0
1651331,,,0.0
1656117,,,0.0
1659315,,,0.0
1662480,,,0.0
1666912,AVOIDANT ATTACHMENT,en,0.8499
1671363,,,0.0
1678301,,,0.0
1685843,,,0.0
1689911,,,0.0
1692539,,,0.0
1699061,,,0.0
1701314,,,0.0
1706830,,,0.0
1708493,,,0.0
1713418,,,0.0
1718361,DOOM,en,0.8606
1721262,,,0.0
1722702,DEVOUR,en,0.9302
1727347,,,0.0
1732440,僵尸国度,zh,1.0
1737111,,,0.0
1742312,,,0.0
9669,RING,en,0.9105
20215,BOO,en,0.9937
28780,the deathmaster,en,0.9855
47957,MADMAN,en,0.5202
56915,BLOWN,en,0.9993
79624,,,0.0
90063,VAMPIRES IN HAVANA,en,0.9466
123107,Hellbenders,en,0.9605
152357,Kana Kanmani,id,0.3264
194759,Reel Horror,en,0.8115
233203,女衛刀,zh-TW,1.0
250417,CLAY,en,0.8586
257567,消えた７日間,ja,1.0
269588,km31,vi,0.2181
285981,,,0.0
306951,,,0.0
317873,DTM,no,0.1732
327568,,,0.0
330425,Kanchana 2,en,0.6136
343041,,,0.0
353127,,,0.0
369452,SQUID,en,0.8702
377787,,,0.0
387737,マリアの胃袋,ja,1.0
394860,GRIMEWAVE,en,0.9218
401560,,,0.0
411279,,,0.0
421197,phinfathan,de,0.3862
426293,,,0.0
443151,,,0.0
447728,,,0.0
452250,Sivalinga,en,0.3753
459856,,,0.0
466266,,,0.0
473786,,,0.0
480406,AÇÚCAR,pt,0.9995
482919,匿名電話,zh-TW,1.0
484396,,,0.0
486515,,,0.0
494445,BLOODRAPE,en,0.9102
505330,,,0.0
508388,,,0.0
514277,MARA,tl,0.196
517226,,,0.0
524432,,,0.0
528325,,,0.0
530253,,,0.0
534478,,,0.0
542580,13 INVESTIGATION,en,0.9744
549707,,,0.0
555455,,,0.0
558899,,,0.0
566325,,,0.0
570453,,,0.0
578897,,,0.0
584682,Daydream,en,0.7522
592989,,,0.0
603644,,,0.0
607137,momo,en,0.3119
612811,凌遲——一張歷史照片的回聲,zh-TW,1.0
622488,魚克のキタロ　大外魚戦争,ja,1.0
634171,,,0.0
639571,,,0.0
643377,,,0.0
648473,,,0.0
653355,,,0.0
657891,,,0.0
664049,JASU,sl,0.2664
667459,,,0.0
672043,,,0.0
676292,,,0.0
680793,,,0.0
687859,,,0.0
690136,,,0.0
691223,,,0.0
695256,,,0.0
706199,,,0.0
719276,,,0.0
722635,,,0.0
726062,,,0.0
728872,,,0.0
730627,,,0.0
735504,,,0.0
741592,cyst,cy,0.5686
745047,,,0.0
747923,,,0.0
751401,,,0.0
753726,,,0.0
758547,,,0.0
762741,,,0.0
764923,知たくのあって学校雲堂,ja,1.0
767243,OPTICA,nl,0.2151
771266,,,0.0
775381,,,0.0
782575,,,0.0
788376,,,0.0
792505,,,0.0
795987,,,0.0
797047,,,0.0
798823,,,0.0
801527,,,0.0
809703,,,0.0
812822,FEAST OF BURDEN,en,0.9912
817514,,,0.0
823491,OUT OF DARKNESS,en,0.9917
827797,,,0.0
831186,REPUGNANT MUTILATION,en,0.8779
836795,,,0.0
843784,,,0.0
849268,,,0.0
850372,S,en,0.9245
853979,,,0.0
856091,,,0.0
860458,HOMUNCULUS,en,0.7989
868551,,,0.0
875137,,,0.0
878844,,,0.0
882218,WOLFUP,en,0.4006
887924,,,0.0
893439,,,0.0
899123,,,0.0
910807,FURT,pl,0.2433
917791,,,0.0
926074,,,0.0
931325,,,0.0
934630,,,0.0
938251,,,0.0
941189,HAB,es,0.1195
943600,,,0.0
950778,,,0.0
954439,,,0.0
958590,,,0.0
963824,,,0.0
967814,,,0.0
973120,,,0.0
977500,,,0.0
977649,,,0.0
980702,,,0.0
985615,,,0.0
991825,,,0.0
994640,,,0.0
999981,,,0.0
1006930,,,0.0
1013870,KIDS VS ALIENS,en,0.969
1017612,知らない世界のミステリアスな恋,ja,1.0
1022680,,,0.0
1027409,,,0.0
1029686,,,0.0
1035936,,,0.0
1042720,SYMPATHY FOR THE DEVIL,en,0.9608
1048140,,,0.0
1049935,東京残酷映像23,zh-TW,1.0
1054626,the bhootnii,en,0.4524
1061032,,,0.0
1068425,,,0.0
1074648,,,0.0
1078318,,,0.0
1079928,,,0.0
1083771,江戸 女犯 責め 絵巻,ja,1.0
1086851,,,0.0
1091669,,,0.0
1094206,,,0.0
1098173,,,0.0
1102006,,,0.0
1106982,,,0.0
1111255,,,0.0
1115700,,,0.0
1118899,Liminal,en,0.7937
1121583,,,0.0
1126010,,,0.0
1134427,,,0.0
1140766,,,0.0
1144719,おかむろさん,ja,1.0
1146740,,,0.0
1150649,访客,zh,1.0
1151960,鬼殺,zh-TW,1.0
1159534,,,0.0
1164853,அங்காரகன்,ta,1.0
1168088,,,0.0
1172010,,,0.0
1173424,,,0.0
1174494,,,0.0
1179729,Pi Kaew Nang Hong,tl,0.6095
1180853,Autorretrato,es,0.9138
1185950,,,0.0
1190953,MASSAGER WITHINISTER,en,0.6931
1198050,木霊の森,ja,0.9999
1199364,,,0.0
1201198,,,0.0
1204908,新解釈・番町皿屋敷,zh,1.0
1207227,,,0.0
1213180,,,0.0
1220252,,,0.0
1223546,,,0.0
1228784,,,0.0
1231268,東京外登マプ1　日本の㤀年の新婗にってかるさが郷,ja,1.0
1234069,,,0.0
1239395,,,0.0
1242644,,,0.0
1245342,,,0.0
1249600,恐怖心霊動画8 闇編,zh-TW,0.8889
1256281,,,0.0
1261260,,,0.0
1263600,,,0.0
1267268,,,0.0
1272407,,,0.0
1278048,,,0.0
1281266,,,0.0
1284304,,,0.0
1287381,,,0.0
1290458,,,0.0
1293320,,,0.0
1296798,,,0.0
1301061,她的秘密,zh,1.0
1304736,,,0.0
1306693,,,0.0
1308975,,,0.0
1312584,,,0.0
1315466,NIGHT/TIME,en,0.9984
1317084,,,0.0
1318153,この京の失失くるのに,ja,1.0
1320527,,,0.0
1321163,,,0.0
1324082,,,0.0
1328157,ACID CORPSE,en,0.9391
1338346,ZANNI,it,0.6343
1341178,,,0.0
1352962,kalinga,en,0.2283
1358137,,,0.0
1361515,,,0.0
1365835,,,0.0
1369828,MOTHER,en,0.9979
1372908,,,0.0
1375389,蛋女人,zh,1.0
1377705,白正鬼,zh,1.0
1379731,,,0.0
1382556,,,0.0
1385756,DESPOT,hr,0.1644
1390069,DEATHFARM,en,0.7633
1393905,,,0.0
1395668,LOONS,en,0.9984
1398742,,,0.0
1411152,,,0.0
1414677,,,0.0
1419440,,,0.0
1426110,PRESENCE,en,0.9861
1432538,,,0.0
1435183,,,0.0
1439425,,,0.0
1445218,,,0.0
1453411,,,0.0
1457859,,,0.0
1462822,DEATH SENTENCE,en,0.9812
1465774,,,0.0
1472341,,,0.0
1478574,,,0.0
1483633,,,0.0
1487691,SHEMALEficent,en,0.8425
1492769,,,0.0
1496388,,,0.0
1499962,,,0.0
1504708,音乐ののるのるのる,ja,1.0
1507156,,,0.0
1510954,NUCLEAR DEATH UNAUVE IN TEXAS,en,0.9049
1516629,"the title text you actually see on the poster, or empty if none",en,0.9975
1520273,,,0.0
1529179,,,0.0
1535897,,,0.0
1540888,BUZZKILL,en,0.8373
1544159,,,0.0
1546823,,,0.0
1548162,Q,en,0.5
1550863,,,0.0
1554997,LUSGO FUSCO,es,0.2558
1560522,,,0.0
1564099,,,0.0
1568478,,,0.0
1571925,,,0.0
1575003,,,0.0
1579519,,,0.0
1582280,,,0.0
1586465,,,0.0
1594487,,,0.0
1598484,,,0.0
1601242,,,0.0
1604634,幽霊湖の花嫁,ja,0.7893
1608681,Q,en,0.5
1611879,AMMO˙,en,0.6698
1616563,,,0.0
1621287,,,0.0
1625172,,,0.0
1630862,,,0.0
1633730,,,0.0
1639324,,,0.0
1643779,,,0.0
1649255,,,0.0
1651542,MCKENZIE,en,0.7046
1656958,,,0.0
1660343,Ghostfluencer,en,0.6872
1663122,,,0.0
1667813,,,0.0
1671598,ONLY IN DREAMS,en,0.9959
1678353,,,0.0
1686347,in your,en,0.9993
1689919,WRAITH,en,0.5222
1693703,suture,en,0.9209
1699088,,,0.0
1701323,RIP,en,0.8052
1706847,YOU,en,0.9993
1709191,伝染る物語 心霊少女,ja,1.0
1714149,,,0.0
1719450,,,0.0
1721286,,,0.0
1722717,GORE,en,0.3577
1729035,,,0.0
1732619,LA TARDE DE LOS MUERTOS VIVOS,es,0.9471
1737197,,,0.0
1742507,,,0.0
13742,SHEITAN,en,0.6432
21797,WIG,cy,0.262
30405,,,0.0
48581,the sandman,en,0.9709
57812,51,en,0.01
81990,电話女會,zh-TW,1.0
90338,Fiend,en,0.9792
126830,Arachne,en,0.7135
152810,Moonnamathoral,en,0.674
194809,anandhabhadram,en,0.528
235348,百年拷问,zh,1.0
250574,CREEP,en,0.915
259512,,,0.0
270294,,,0.0
287279,,,0.0
308037,vanadevatha,en,0.5961
318931,,,0.0
328091,,,0.0
333866,,,0.0
343886,,,0.0
353484,,,0.0
369819,,,0.0
378020,,,0.0
388994,Ayla,en,0.406
396493,CREEP 2,en,0.915
401714,,,0.0
412102,Nenjam Marappathillai,en,0.8336
422406,裕の言言のてはないにないなあんのに,ja,1.0
431109,INHUMANWICH!,en,0.7334
443538,,,0.0
448194,PYEWACKET,en,0.6025
452472,INSOMNIE,fr,0.4705
462652,,,0.0
467882,,,0.0
475899,,,0.0
480463,V,en,0.5872
483178,,,0.0
484499,,,0.0
487857,,,0.0
496292,Umbilical Glue,en,0.8868
505695,,,0.0
508495,,,0.0
514591,,,0.0
517419,,,0.0
524537,,,0.0
528470,,,0.0
530571,asoko no seki,eu,0.6228
535562,,,0.0
543802,,,0.0
550300,elfen lied,de,0.909
555694,meat,en,0.9886
559934,,,0.0
566417,,,0.0
571931,,,0.0
580806,,,0.0
586727,,,0.0
593676,,,0.0
603943,,,0.0
607740,,,0.0
613506,,,0.0
623520,Z,en,0.5
634341,,,0.0
639730,,,0.0
643393,,,0.0
648957,,,0.0
653537,,,0.0
659756,,,0.0
664483,,,0.0
668184,,,0.0
673850,,,0.0
676297,,,0.0
681198,,,0.0
689918,呪いのワンピース,ja,1.0
690137,,,0.0
693582,,,0.0
696138,,,0.0
707786,,,0.0
719279,,,0.0
723531,,,0.0
726239,DEAD,en,0.9773
728876,,,0.0
731803,,,0.0
735514,,,0.0
741808,,,0.0
745282,PREY,en,0.8263
748694,,,0.0
751418,,,0.0
754758,,,0.0
759753,,,0.0
762826,,,0.0
765190,,,0.0
769303,,,0.0
771390,NOITE MACABRA,pt,0.9544
775857,,,0.0
782676,,,0.0
789581,,,0.0
792672,,,0.0
796010,,,0.0
797425,,,0.0
799177,,,0.0
802870,,,0.0
809962,,,0.0
812983,,,0.0
817814,,,0.0
825344,,,0.0
828143,,,0.0
832543,,,0.0
838353,DETEKTIVE THUMB AND THE INFINITY HOUSE,en,0.8289
843898,SHE CAME FROM THE WOODS,en,0.9991
849273,,,0.0
850539,,,0.0
854113,,,0.0
856613,,,0.0
861418,,,0.0
870531,,,0.0
875522,"夜
の
彼
方
へ",ja,1.0
878853,,,0.0
882502,,,0.0
888827,,,0.0
893955,vanam,en,0.9207
899298,Undying,en,0.3523
911354,红魂の鬼物,zh,1.0
918045,6,en,0.01
926370,,,0.0
931341,,,0.0
934698,,,0.0
938671,,,0.0
942236,,,0.0
945423,Induvadana,et,0.6563
950823,,,0.0
955066,,,0.0
959233,,,0.0
964181,,,0.0
967816,,,0.0
973970,,,0.0
977630,,,0.0
977650,,,0.0
982305,,,0.0
985814,,,0.0
992286,,,0.0
995593,no_title_on_poster,en,0.9815
1001297,,,0.0
1008870,,,0.0
1015327,,,0.0
1017732,DEBRIS,en,0.9714
1023184,,,0.0
1027629,,,0.0
1031828,藍薔薇悲劇,zh-TW,1.0
1038711,,,0.0
1042835,,,0.0
1048149,,,0.0
1049946,恐怖の東京ビデオ25,ja,1.0
1054958,,,0.0
1063055,,,0.0
1068449,CLONE,en,0.9268
1076001,,,0.0
1078453,,,0.0
1080732,怨み,ja,1.0
1083816,HAUNTED,en,0.9746
1087767,,,0.0
1091671,,,0.0
1094329,,,0.0
1099116,Kandhei Akhire Luha,id,0.3391
1103383,,,0.0
1108429,,,0.0
1112558,,,0.0
1116457,,,0.0
1119244,"地
縛
少
年",zh-TW,0.5714
1121697,,,0.0
1126310,,,0.0
1135482,,,0.0
1141302,,,0.0
1145277,ドキュメント超怖い話IV 沖縄,ja,0.8
1147023,,,0.0
1150696,現代怪奇百物語 肆之章,zh-TW,0.9091
1153403,,,0.0
1159875,,,0.0
1165206,東京残酷映像18,zh-TW,1.0
1169449,,,0.0
1172388,L4,en,0.5695
1173434,直怒怒,zh,1.0
1176999,,,0.0
1179790,เทพธิดาสบายทอง,th,1.0
1181746,,,0.0
1185980,,,0.0
1192020,雲の際なり2　怪和夫の怪際なり,ja,1.0
1198084,Amofinado,pt,0.7181
1199569,,,0.0
1201202,,,0.0
1204910,,,0.0
1208355,,,0.0
1214905,TRINL,sq,0.183
1220993,ネイブメアーリドアスタ,ja,1.0
