id,title,model,text_you_read,verdict,reason,error
524086,The Pig Walks,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
527780,Bag,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
529438,Reflections,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
533565,The Devil In Mary,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
542104,Kinavalli,us.amazon.nova-pro-v1:0,Kinavalli,no_title_on_poster,No legible title text found on the poster,
548027,The Three Crow Boys,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text visible on the poster,
553530,The Way,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
557932,La ballade des amants maudits,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
565851,Red Velvet Girls,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
568649,Wild Ride,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
578443,VCR GHOST,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
583016,A Creak in Time,us.amazon.nova-pro-v1:0,,no_title_on_poster,the image does not contain any text,
591309,Here After,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
601683,Ardin and Barray: A Found Footage Story,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
606373,House Among the Trees,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
609374,Dreams Do Come True: A Nightmare,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
617761,Runtime,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the movie poster.,
630979,Wat te doen bij een calamiteit?,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is present on the poster.,
639283,Propagation,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
643213,Ten: The Sacrifice,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
644686,Sleepwalker,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
652794,Cursed Words,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
657625,Hampton Court Palace,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
662521,Experiment 18: Das Hexenhammer-Projekt,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
666771,Him,us.amazon.nova-pro-v1:0,H.I.M.,mismatch,The title on the poster is stylized as 'H.I.M.' instead of 'Him'.,
670638,Mother's Gut,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
676285,Smile Guide 1 - How To Effectively Apple,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
679985,EMOJIHEAD,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
687766,Journey Through the Night,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
690131,The Deli-Very,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
690799,Horrors from the ID!,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
694556,The Pit,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
702649,Box,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text visible on the poster,
717972,Flick,us.amazon.nova-pro-v1:0,FLICK,match,The title 'FLICK' is clearly visible on the poster.,
720667,INFINITY minus Infinity,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is present on the poster.,
726025,The Island of the Dead,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
728295,The Death Vendor,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
730103,The Human Vapor,us.amazon.nova-pro-v1:0,人間蒸発,mismatch,the title text on the poster is different from the catalog entry,
734878,Obito Doce Obito,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
738796,Hamster Hell 2,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
743964,Teddy Has an Operation,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
747005,The August Club,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is present on the poster.,
750923,Murder at Makeout Point,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
753328,Spout,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
757173,Clownz R Us,us.amazon.nova-pro-v1:0,,no_title_on_poster,No legible title text is present on the poster.,
762655,Dr Turner's Mental Home,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
764309,I Am He Who Created Himself,us.amazon.nova-pro-v1:0,,no_title_on_poster,The image does not contain any legible text or title.,
766309,Páginas Da Loucura,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
770632,Alone,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
774559,Rex the Runt: Dreams,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
781004,A Halloween Carol,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
787046,Suicide,us.amazon.nova-pro-v1:0,,,,"HTTPSConnectionPool(host='image.tmdb.org', port=443): Read timed out."
791907,Memories,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
795952,Television,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
796571,The Dig,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the image,
797932,Nosferatu Maiden,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
800474,The Garden,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
806892,Image of Perception,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
812657,Miles Fisher: This Must Be The Place,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the image,
816519,Handy Man,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
821501,Shapeless,us.amazon.nova-pro-v1:0,Shapeless,match,The title text on the poster matches the catalog listing.,
826099,dream journal 1,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
830358,Dindon Sauvage (La dinde noire),us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the image,
836519,Horror News,us.amazon.nova-pro-v1:0,恐怖新聞,match,The title text on the poster matches the catalog listing 'Horror News'.,
842120,The Rotting Woman,us.amazon.nova-pro-v1:0,腐れ女,match,The title text on the poster matches the catalog listing 'The Rotting Woman'.,
848483,Flowing,us.amazon.nova-pro-v1:0,P L O V E,mismatch,the title text on the poster does not match the cataloged title 'Flowing',
850127,GH5,us.amazon.nova-pro-v1:0,GH5,match,The title text on the poster matches the catalog listing.,
853034,Mephisto's House of Ill Repute,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
855302,Erotic Ghost Enamoured,us.amazon.nova-pro-v1:0,鬼魅情缘,match,the title text on the poster matches the catalog listing,
858270,Occupier,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
864237,Minh Tu Le Scissorhands,us.amazon.nova-pro-v1:0,,no_title_on_poster,the image does not contain a movie poster with visible title text,
874051,Mora,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
877832,Pei Mama,us.amazon.nova-pro-v1:0,BUCKJONUN,mismatch,the title on the poster does not match the cataloged film title 'Pei Mama',
881906,Portrait,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
886218,Polydipsia,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
893028,"Damn, We Went Back to The Convent",us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
897874,Footsteps,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
904633,Our Enemy,us.amazon.nova-pro-v1:0,,no_title_on_poster,No legible title text is present on the poster.,
912163,The Terror of Terrace Street!,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
923635,Shin Hedorah,us.amazon.nova-pro-v1:0,シンホロラ,match,the title text on the poster matches the catalog entry,
931099,Monkey Tester,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the image,
933224,Cold,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is present on the poster.,
937747,Closure,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
940754,Crutchnap,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the image,
943003,Horror Diary,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
948124,Work in Progress,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
953160,Genshi-san,us.amazon.nova-pro-v1:0,元市さん,match,The title text on the poster matches the catalog listing.,
955672,Uomini con piedi con patate,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
960678,Chainsaw Bunny: Deleted Scene,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
967588,The Shadow over Arkham,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
970324,The Tell-Tale Heart,us.amazon.nova-pro-v1:0,,no_title_on_poster,The image does not contain any visible title text.,
975078,The Noise,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
977647,Landscapes,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
979737,Stray Dog,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
983565,Tokyo Videos of Horror 16,us.amazon.nova-pro-v1:0,恐怖動画16,match,the title on the poster matches the catalog entry,
989253,Sacrificial Lambs,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
994138,Dark Nature,us.amazon.nova-pro-v1:0,PARK NATURE,mismatch,the title on the poster is not exactly 'Dark Nature',
997833,Her Last Photo,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
1005014,Keiko Is,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1013699,The Shining Pyramid,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1016385,Flowers,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1021742,I'm Here,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1023947,Tape20,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1028999,Do Not Watch Me,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1034590,Virupaksha,us.amazon.nova-pro-v1:0,virupaksha,match,the title on the poster matches the cataloged film name,
1041478,Hora do Cálculo (Calculation Time),us.amazon.nova-pro-v1:0,,no_title_on_poster,the image is too blurry to make out any text,
1047810,Tap Man,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1049324,Bloody Films (Excerpts 1982-85),us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
1054022,Japan's Map of Grudges!! Investigation: The Curse of Sugisawa Village,us.amazon.nova-pro-v1:0,呪怨日本地図!!杉沢村の呪いを追え,match,the title text on the poster matches the catalog entry,
1059537,Kill Time,us.amazon.nova-pro-v1:0,KILL TIME,match,the title text on the poster matches the catalog listing,
1067138,Dancing Mistress,us.amazon.nova-pro-v1:0,踊るお嬢様,match,the title text matches the catalog listing,
1074246,Slow Burn,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1078307,Won't be a thing to become,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1078664,Regeneration,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1082779,Metzger,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is present on the poster.,
1085694,The Bowling Alley Screen When You Get a Strike,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1090518,Karungaapiyam,us.amazon.nova-pro-v1:0,Karungaapiyam,match,the title text on the poster matches the cataloged movie name,
1093850,Leather,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is present on the poster.,
1097135,Sacrifice,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1101683,BiPolaris,us.amazon.nova-pro-v1:0,BiPOLARIS,match,the title text on the poster matches the catalog listing,
1103985,Insulted Woman Revenge Pachinker Another,us.amazon.nova-pro-v1:0,"パチンコ
女の仇討",mismatch,the title on the poster is different from the catalog listing,
1110645,Elves on the Shelves,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1114142,Queens Gold,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
1118367,Ida,us.amazon.nova-pro-v1:0,IDA,match,the title text on the poster matches the catalog entry,
1121405,Alone,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster,
1125585,Urban Spirit Legend: Reishi Gakuen,us.amazon.nova-pro-v1:0,都市伝説 零子學園,match,the title text on the poster matches the catalog entry,
1131806,Rèd,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1139141,Sleepaway Camp 2: What Happened to Molly?,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
1143007,Blood on Each Step,us.amazon.nova-pro-v1:0,血を吸う笛,mismatch,the title text visible on the poster does not match the cataloged film title,
1146542,Het Oog,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
1149695,Dodenspel,us.amazon.nova-pro-v1:0,,no_title_on_poster,the image shows a close-up of a face with no visible title text,
1151740,Morte ao Rei,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
1157708,Creepy Hitori Kakurenbo - DVD Extras,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1162936,Babushka,us.amazon.nova-pro-v1:0,BABUSHKA,match,the title text on the poster matches the catalog entry,
1166947,Haunted School,us.amazon.nova-pro-v1:0,鬼校,mismatch,the title text on the poster does not match the cataloged film title,
1171300,The Abandoned House,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on this image,
1173168,"That Butler, Friendship",us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
1174247,Haunted Bridge,us.amazon.nova-pro-v1:0,鬼橋,match,the title text matches the catalog listing,
1179402,Don Khamod,us.amazon.nova-pro-v1:0,don khamod,match,the title text on the poster matches the catalog listing,
1180529,Blood Love: Nang Prai,us.amazon.nova-pro-v1:0,สูกระนางราก,no_title_on_poster,the title on the poster is not the same as the cataloged title,
1184925,Midnight Oxygen,us.amazon.nova-pro-v1:0,MIDNIGHT OXYGEN,match,the title on the poster matches the catalog listing,
1189888,FARN PORM,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the movie poster.,
1195581,An Occurrence in the Countryside,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1199073,Angel's Snake,us.amazon.nova-pro-v1:0,魔男的蛇,mismatch,the title text on the poster does not match the cataloged film title 'Angel's Snake',
1201038,After Sunset,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1203676,Clone #13,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1206990,Skinny Puppy: Too Dark Park Archival Footage,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the image,
1211305,Howl If You Love Me,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1218320,The Crimson Thread,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1221579,Smoke Gets in My Eyes,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1227615,The Tragedy of MacWonka,us.amazon.nova-pro-v1:0,,no_title_on_poster,no legible title text on the poster,
1230992,The House,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1232818,Desintegration,us.amazon.nova-pro-v1:0,DESINT'GRATION,match,The title on the poster matches the catalog listing.,
1238437,Brides of Boogeymen,us.amazon.nova-pro-v1:0,,,,"HTTPSConnectionPool(host='image.tmdb.org', port=443): Read timed out."
1241689,Junji Inagawa Horror Video: Pandora's Box,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
1244831,Nozokiana 4: Cursed Video Edition,us.amazon.nova-pro-v1:0,親きあな4,mismatch,the title on the poster is different from the catalog listing,
1249052,Kyoto Yokai Map 2: A 400-Year-Old Ice Woman Living on Kirara Slope,us.amazon.nova-pro-v1:0,京都多電マプ400年的没子,mismatch,the title text on the poster does not match the cataloged film title,
1255394,Ceremony of Innocence,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text visible on the poster,
1260835,777,us.amazon.nova-pro-v1:0,777,match,the title text on the poster matches the catalog entry,
1263175,Night,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1267079,The Ghost,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1271607,The Sclera,us.amazon.nova-pro-v1:0,"the title text you actually see on the poster, or empty if none",no_title_on_poster,No title text is present on the poster.,
1277003,Empath,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1280889,Hollow,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1282649,Voodoo Massacre,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1287099,Spook House Ride,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1290310,Cute enough to eat,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the image,
1293300,The Wedding Ring,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1296035,Shadow People,us.amazon.nova-pro-v1:0,shadow people,match,the title text on the poster matches the catalog listing,
1300785,Anarbala,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1302691,Adicolor Black,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
1306119,The Terrifying Man-eating Shark Woman,us.amazon.nova-pro-v1:0,人喰い鮫　女,match,the title text matches the catalog listing,
1308382,Ice Forest,us.amazon.nova-pro-v1:0,おうりりりん,mismatch,the title text on the poster does not match the catalog entry,
1311483,Para lo que me queda en el convento,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1315058,Flying Corpse in the Orchid Boudoir,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1317033,Dead Fish,us.amazon.nova-pro-v1:0,DEAD FISH,match,the title text on the poster matches the catalog entry,
1318016,Pokerspace,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no legible title text on the image,
1320176,Leurre,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
1321069,Vampire Scream,us.amazon.nova-pro-v1:0,吸血鬼尖叫,match,the title text on the poster matches the catalog entry,
1321870,FAM-ILLI,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1326334,The Phantom Doublot,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1333104,Snake Bite,us.amazon.nova-pro-v1:0,SNAKE BITE,match,the title text on the poster matches the catalog listing,
1340233,Tent Burner,us.amazon.nova-pro-v1:0,TENTBURNER,match,the title text on the poster matches the catalog entry,
1351919,Grandma,us.amazon.nova-pro-v1:0,,no_title_on_poster,no title text present on the poster,
1356347,Pontianak,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text visible on the poster,
1361326,Miasmata,us.amazon.nova-pro-v1:0,,,,"HTTPSConnectionPool(host='image.tmdb.org', port=443): Read timed out."
1365594,"Whenever I Died I Died 1,000 Times",us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1368769,Honeymoon,us.amazon.nova-pro-v1:0,ହନିମୁନ,match,the title text on the poster matches the catalog entry,
1372678,Anna,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1374642,The Milkman,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1377383,The Cartoonist,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1379708,The Tree That Refused To Fall,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1381901,Sisypot,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1383676,Springheel Jack,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the image,
1389323,Through Stale Air and Shifting Walls,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
1393570,Zombies of Oz: Yellow Brick Road,us.amazon.nova-pro-v1:0,,no_title_on_poster,No title text is visible on the poster.,
1395464,Suspicious Night,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no visible title text on the poster,
1398014,Prakambanam,us.amazon.nova-pro-v1:0,jaa mimo,mismatch,the title on the poster is different from the cataloged title,
1410067,Stella,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on this poster,
1414507,Chuva,us.amazon.nova-pro-v1:0,CHUVA,match,the title text on the poster matches the catalog entry,
1417605,DOGTOOTH,us.amazon.nova-pro-v1:0,,no_title_on_poster,No visible title text on the poster.,
1424738,Refraction,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
1432204,BLOODNIGHT STAINS,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1434208,Taurus Test Footage,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1436678,Dinosaur Farm,us.amazon.nova-pro-v1:0,,no_title_on_poster,No legible text found on the image to identify the movie title.,
1443311,No Country For Old Trudy,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
1452443,Kaiki Hyakumonogatari: Minna Shineba Iinda,us.amazon.nova-pro-v1:0,白馬百物言：みんな效れだいいんだ,match,the title text on the poster matches the catalog listing,
1457768,The Classroom Massacre,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the image.,
1460221,J’ai trouvé quelqu’un qui vit dans mes murs,us.amazon.nova-pro-v1:0,,no_title_on_poster,There is no visible title text on the poster.,
1464715,Anatta,us.amazon.nova-pro-v1:0,anatta,match,the title text on the poster matches the catalog listing,
1468983,The Cooking Show,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the image,
1475943,Blue Hole,us.amazon.nova-pro-v1:0,,no_title_on_poster,The image does not contain any text that represents a film title.,
1483306,Room Service,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text on the poster,
1486442,Pisces,us.amazon.nova-pro-v1:0,,no_title_on_poster,there is no title text present on the poster,
