id,title,poster_path,nova_blood_gore,nova_violence,nova_sexual_content,nova_sensitive,nova_moderation_notes,rek_gore,rek_violence,rek_mod_weapons,rek_nudity,rek_suggestive,rek_mod_raw,flagged,flag_reasons,error
57812,51,/p6NvaDusl8urJUlglYgPVSnJjFN.jpg,0.0,0.0,0.0,,Abstract poster with no explicit content.,0.0,0.0,0.0,0.0,0.0,,0,,
65599,The Woman,/zOGqKcuApM1Js4C0n4luv9rctBH.jpg,0.9,0.9,0.0,violence|gore,Blood and gore on the woman's face and dress.,0.9162,0.9162,0.0,0.0,0.0,Blood & Gore:0.92|Graphic Violence:0.92|Violence:0.92,1,nova_blood_gore>=0.5|nova_violence>=0.5|rek_gore>=0.4|rek_violence>=0.4,
53122,Chandramukhi,/r7lLdyiJ1e2FmDP6rvxsUDk7Uju.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
57961,Slashers,/7NcCGeHLz0iRidiOo109Hww24YP.jpg,0.0,0.0,0.0,,poster is for a horror movie,0.0,0.0,0.0,0.0,0.0,,0,,
77483,Dunderland,/xrqMYN3SWR9hih1kthH9nosghp1.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
36166,Devilman,/qRvH8FsUUNd9buirqnHNk3CCF1f.jpg,0.0,0.0,0.0,,Fantasy monster on a movie poster.,0.0,0.0,0.0,0.0,0.0,,0,,
79624,Curse,/qBJfmLCtczkayFXduwhFvX9vsZm.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
47957,Madman,/2pZxY7b22LicdcvWNMCyX8VseVG.jpg,0.0,0.0,0.0,,A horror movie poster with a menacing figure.,0.0,0.0,0.0,0.0,0.0,,0,,
56328,2002,/3SJBGwJnpLI2yEyaVqByife4Xfi.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
40368,Nightmare,/OFysFt0EIXHW89iv38VURpKpKW.jpg,0.0,0.0,0.0,,a horror movie poster with a screaming woman,0.0,0.0,0.0,0.0,0.0,,0,,
90063,Vampires in Havana,/cihNBv06b3H2Ha91YTGBFUk2M48.jpg,0.0,0.0,0.0,,cartoon vampire character on a movie poster,0.0,0.0,0.0,0.0,0.0,,0,,
81990,Cellular Girlfriends,/hCNoSI6vBIfVR4ndMnCLLiFxHjy.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
73179,Haunted Gold,/xAscwFtgLyzoxRghiospveh3WQm.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
83172,Spawn of the Slithis,/kk2yyfgTA9qtBhtu7016jdeOzJP.jpg,0.9,0.9,0.0,violence|gore,poster depicts a monster with blood and gore,0.0,0.0,0.0,0.0,0.0,,1,nova_blood_gore>=0.5|nova_violence>=0.5,
83519,Witchcraft,/nXxxW0Gl66xqwJE9fpTLN0bPqBh.jpg,0.0,0.0,0.0,occult,poster depicts occult imagery,0.0,0.0,0.0,0.0,0.0,,0,,
40351,Sex Beyond the Grave,/eYMPaQKfo5IBAnKfwsGkCiUIyNA.jpg,0.0,0.0,0.0,,poster is suggestive but not explicit,0.0,0.0,0.0,0.0,0.0,,0,,
85646,Entrance,/bpsMVtUZ58bPpI9U34E1pOgin5v.jpg,0.0,0.0,0.0,,A face is superimposed over a city skyline at night.,0.0,0.0,0.0,0.0,0.0,,0,,
90338,Fiend,/nne4ZJsEX0pMV6YmUUuMI9BpJIg.jpg,0.9,0.9,0.0,violence|gore,Poster depicts a woman with blood and a knife.,0.0,0.0,0.0,0.0,0.0,,1,nova_blood_gore>=0.5|nova_violence>=0.5,
106569,The Demon,/3OeXwL6EgZsOhmP1NUAoichX4qx.jpg,0.0,0.0,0.0,,a scary mask on a movie poster,0.0,0.0,0.0,0.0,0.0,,0,,
100480,Kazuo Umezu's Horror Theater: Diet,/QkudYfCXTfUUfJJ4cP7gYQpYXG.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
100241,"I, Frankenstein",/a53tIl4k20zCZCNyq73kiXkwWkl.jpg,0.0,0.0,0.0,,"The poster depicts a man holding a weapon, but no blood or gore is shown.",0.0,0.0,0.0,0.0,0.0,,0,,
145996,Ghost Meets You,/oVYISQE1IjT9U5Vf2TOdBCdG0gb.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
129096,The Discarnates,/fQx2VEF2mVEtWmrSiwglKhuQKa2.jpg,0.0,0.0,0.0,,the blue female figure is nude but not sexualized,0.0,0.0,0.0,0.0,0.0,,0,,
126830,Li'l Spider Girl,/wafbftomue5BnIsSXN2ircyBMQh.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
85198,Frightmare,/joQ36TBtUfMlQilc44gcRiY5Nqv.jpg,0.0,0.0,0.0,occult,occult imagery in the poster,0.0,0.0,0.0,0.0,0.0,,0,,
152357,Kana Kanmani,/94huaMTsf6dltbjCQ5CQRPq5VEf.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
123107,Hellbenders,/sWgCQPypdN9jFaUSjItPn9htW9p.jpg,0.0,0.0,0.0,occult,poster depicts a religious theme with flames and hands reaching out,0.0,0.0,0.0,0.0,0.0,,0,,
98084,Legion of Fire: Killer Ants,/cNpK3zhp0z3ZKL6znVMPxbz7jME.jpg,0.0,0.0,0.0,,Helicopter and flames in background.,0.0,0.0,0.0,0.0,0.0,,0,,
94545,The Bushwhacker,/fO6eXDta3pHMxm5iF8gjt56xVkZ.jpg,0.0,0.0,0.0,,Illustration depicts nude figures.,0.0,0.0,0.0,0.9086,0.0,Explicit:0.91|Exposed Female Nipple:0.91|Explicit Nudity:0.91,1,rek_nudity>=0.4,
99263,Schizophreniac: The Whore Mangler,/xVvIFcx8Q1tqBeN3sUTsllj96oN.jpg,0.0,0.0,0.0,,A man is holding a baseball bat.,0.0,0.0,0.0,0.0,0.0,,0,,
151022,Gerorisuto,/bHOdQQRjeSkrSBT0YQHFYUe8X7i.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
134572,Blood Relations,/o2iVp7bFxaBqw9e1IkfEWBanZD1.jpg,0.1,0.0,0.0,,poster shows a woman with a blood drop on her face,0.0,0.0,0.0,0.0,0.0,,0,,
171367,The Jar,/1mhXTLL1xJGaXl7kPv3LY6a09m3.jpg,0.0,0.0,0.0,,the jar is a horror movie prop,0.0,0.0,0.0,0.0,0.0,,0,,
129465,Hells,/wzakuhm5mMxZXt6oP6CbkJuA7rV.jpg,0.0,0.0,0.0,,anime style poster with no actual gore or violence,0.0,0.0,0.0,0.0,0.0,,0,,
194759,Reel Horror,/5oFEDIs7hJHqOaINGNpZDdpUipH.jpg,0.9,0.9,0.0,violence|gore,Poster depicts graphic violence and gore.,0.0,0.0,0.0,0.0,0.0,,1,nova_blood_gore>=0.5|nova_violence>=0.5,
166271,Haunter,/gBsO7Sp3g1oOaxQ44pomsJLm7m7.jpg,0.0,0.0,0.0,,A horror movie poster with a house and a person standing in front of the door.,0.0,0.0,0.0,0.0,0.0,,0,,
227992,Necronomica,/hUQ9ZKjKhTJqqlMCsrGQNuOwBGP.jpg,0.0,0.0,0.0,occult,occult symbol in the center of the image,0.0,0.0,0.0,0.0,0.0,,0,,
200402,Prema Katha Chitram,/7m8mNU3EyW7Mc2uS5fIkzjmA76R.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
161160,When Twilight Draws Near,/78s81p7KAfzsnDeZAxE2SllnwPO.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
235348,100 Years of Torture: The History,/ddduWzcMsftCbYIf9eF0rhQMVxe.jpg,0.0,0.0,0.0,nudity,a person is shown hanging naked,0.0,0.0,0.0,0.0,0.0,Explicit:0.93|Explicit Sexual Activity:0.93,0,,
203009,Blackwood Evil,/duJ88UxyhpAyLtTDnQHtF9ficeO.jpg,0.0,0.0,0.0,occult,skull with red paint on poster.,0.0,0.0,0.0,0.0,0.0,,0,,
152810,Moonnamathoral,/srMkWZnS0naqvxT9AmsGimW6Dwg.jpg,0.0,0.0,0.0,,A collage of movie stills showing various characters.,0.0,0.0,0.0,0.0,0.0,,0,,
233203,Hong Kong Criminal Archives - Female Butcher,/fgMf6zCP30AA0RROjr8d9uDuYVG.jpg,0.0,0.0,0.0,,Poster shows a man and women in a non-sexual context.,0.0,0.0,0.0,0.0,0.0,,0,,
163617,Ghosts,/uJeW307HXACHMA5sHgVoCvmbTtY.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
212930,The Ritual,/4jiKgkDSmFa5odwphWn9uUqYABT.jpg,0.0,0.0,0.0,,The word 'ritual' may imply occult themes.,0.0,0.0,0.0,0.0,0.0,,0,,
245492,Geethanjali,/5dMgvRdsmzf9jv1sizPQRsKsede.jpg,0.0,0.0,0.0,,flames and fire in the background,0.0,0.0,0.0,0.0,0.0,,0,,
166201,Bog,/3ZLzEJl2S1ro0NJXVgd1E3bNHkv.jpg,0.0,0.0,0.0,,the image is a movie poster with a person in water,0.0,0.0,0.0,0.0,0.0,,0,,
250574,Creep,/qn53D574tT0YRyLgirEFHQwGUXw.jpg,0.0,0.0,0.0,,"A person stands in a doorway, no explicit content.",0.0,0.0,0.0,0.0,0.0,,0,,
243837,Hotel,/pPOyvWtGLtAji0uXz3GeMdrueFR.jpg,0.0,0.0,0.0,,A man and woman are kissing.,0.0,0.0,0.0,0.0,0.0,,0,,
250883,Nak,/cpcuzrsHQsh1J4VuStE7i84nC2R.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
194809,Anandabhadram,/d7f3ZFCobD9Em3dUMDP2Rk7NB40.jpg,0.0,0.0,0.0,,A man and woman holding pots.,0.0,0.0,0.0,0.0,0.0,,0,,
240157,Devadoothan,/po0F3uK2NeJ0ZQdmD6FnLGEtVah.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
237449,Four,/2iw8U9PmGhZgHM7tnSbDBNj67lb.jpg,0.0,0.0,0.0,,poster shows a gun but no violence,0.0,0.0,0.0,0.0,0.0,,0,,
259512,The Devil´s Weed,/qZRuePlWCsTQAquan7iMPYIGEjM.jpg,0.0,0.0,0.0,,a young boy with a serious expression,0.0,0.0,0.0,0.0,0.0,,0,,
265067,Vampire,/ftpa0bibAwI0SJItIU2na8zLUow.jpg,0.0,0.0,0.0,,Poster shows a man and woman embracing.,0.0,0.0,0.0,0.0,0.0,Non-Explicit Nudity of Intimate parts and Kissing:0.82|Kissing on the Lips:0.82,0,,
250417,Clay,/fvMoDYJ3AxHS20J21eSoqKyQQdx.jpg,0.0,0.0,0.0,gore,poster depicts a face with a stitched mouth and a green eye,0.0,0.0,0.0,0.0,0.0,,0,,
255291,Animosity,/8eJItu11ks3JgK8zHCjxX59jFnF.jpg,0.0,0.0,0.0,,Poster is black and white with no graphic content.,0.0,0.0,0.0,0.0,0.0,,0,,
211258,Wax,/8T41L1DfsLgeczCV591KxGE5BMr.jpg,1.0,1.0,0.0,violence|gore,Poster depicts blood and gore.,0.9688,0.9688,0.0,0.0,0.0,Blood & Gore:0.97|Graphic Violence:0.97|Violence:0.97,1,nova_blood_gore>=0.5|nova_violence>=0.5|rek_gore>=0.4|rek_violence>=0.4,
260704,Birthright,/pzbtAsndUgnPOvLgFNSoQfisBbs.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
257567,Vanished: Age 7,/29Wt6DOMzl94JSpEOnEwx4QXeAY.jpg,0.0,0.0,0.0,,poster shows a person with a creepy expression,0.0,0.0,0.0,0.0,0.0,,0,,
255537,Ashes of Doom,/eoBAkI7zOPaxWWoKEzYR9gnaxcI.jpg,0.0,0.0,0.0,,title suggests a horror theme,0.0,0.0,0.0,0.0,0.0,,0,,
262600,Shock,/ksp4bEWP3UWoW5ZdRgFWpr8DNQD.jpg,0.0,0.0,0.0,,Poster is a graphic design with no sensitive content.,0.0,0.0,0.0,0.0,0.0,,0,,
262872,Coyote,/xjI1mNkn5Quz5SDW6MHPBOkb1wU.jpg,0.0,0.0,0.0,,artwork is a stylized graphic of a screaming man,0.0,0.0,0.0,0.0,0.0,,0,,
254250,Till Death Do We Scare,/rKsCWB2E4oeQjC8si7kgyJQJJFQ.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
253477,Torture Chamber,/o7TKEdXtGi3f1t5wtxAbIAEy3Fm.jpg,0.0,0.0,0.0,,poster shows a screaming woman with smoke effects,0.0,0.0,0.0,0.0,0.0,,0,,
279237,Bake Jizo,/auSqbagc1RRUUsMdIioCUFKpq8i.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
266539,Kamen Rider Amazon: The Movie,/3gTsjrb3CXubv1pZSEhubkbfBx.jpg,0.0,0.0,0.0,,poster depicts a costumed character with a weapon,0.0,0.0,0.0,0.0,0.0,,0,,
300143,The Rainbow Man,/22FFDLHqExTbuBNDc5ITIWexfW7.jpg,0.0,0.0,0.0,,a woman is laying down with her eyes closed,0.0,0.0,0.0,0.0,0.0,,0,,
297160,XX,/drcIFTEIBnWI4G3OQt6rXOI8hf4.jpg,0.0,0.0,0.0,,"skull and lips are stylized, not realistic",0.0,0.0,0.0,0.0,0.0,,0,,
285981,A Dead Man Visits the Living,/1mmwvJxDuvhxHfmveC6NrK6eUNQ.jpg,0.0,0.0,0.0,,poster depicts a man with flames around his head,0.0,0.0,0.0,0.0,0.0,,0,,
301992,Prison Pit: Book One,/4Rox49oGHmFUMSfv1VTFD1NoAvH.jpg,0.0,0.0,0.0,,cartoonish monster with lightning bolts above its head,0.0,0.0,0.0,0.0,0.0,,0,,
276488,Let Us Prey,/7X5VhHwDaSLkrDoifRbfvGZJxFP.jpg,0.0,0.0,0.0,,bloody shoes hanging above the man,0.0,0.0,0.0,0.0,0.0,,0,,
256030,Muck,/bPYH46Qtc85jeeicjAg4hyL8uC2.jpg,0.0,0.0,0.0,,a horror movie poster with a screaming face,0.0,0.0,0.0,0.0,0.0,,0,,
314364,Sakthi,/qVzs56c64BefTXP3B42hOdIdBJE.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
290795,Maligno,/wvPUKdGhQ7dahONG3cwbpyWkkeB.jpg,0.0,0.0,0.0,,"poster is black and white, no gore or violence",0.0,0.0,0.0,0.0,0.0,,0,,
269588,Km 31-2,/UhihZIu4krs3TVIqoQevAha0ij.jpg,0.0,0.0,0.0,,Poster depicts a scary scene but no gore or violence.,0.0,0.0,0.0,0.0,0.0,,0,,
283419,Island of Hell,/yCRibr1sKfuSH2VXAwqPyHzncFz.jpg,0.0,0.0,0.0,,woman in traditional costume hanging upside down,0.0,0.0,0.0,0.0,0.0,,0,,
319178,Hatanosuke and the Haunted House,/ytQlx97f6JrnqENP2S649tV0gQU.jpg,0.0,0.0,0.0,,a character is holding a knife,0.0,0.0,0.0,0.0,0.0,,0,,
321738,Cheondong,/5phFtXBFUYeTxz2pAgVmvPJeTHy.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
312831,The Hallow,/sOT4KqFPlvxTeEwyHOcn8agJnsI.jpg,0.0,0.0,0.0,,A man is holding a weapon and a torch.,0.0,0.0,0.0,0.0,0.0,,0,,
330163,Gorilla,/SFy5dcTFScwqeYm0blljzwk7lK.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
336766,The Legend of the Scarecrow,/1d2lWRqNpVBi2I3ITEVesbmwRSY.jpg,0.0,0.0,0.0,,The poster depicts a fantasy scene with no explicit content.,0.0,0.0,0.0,0.0,0.0,,0,,
317578,Haplos,/pY4tLA251A07IB7SvqCdw74euwQ.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
335650,Impurity,/tP4VOxHYOxc3zrgrx4sx08rfTvr.jpg,0.0,0.0,0.0,,"woman in distress, but no gore or violence",0.0,0.0,0.0,0.0,0.0,,0,,
317873,Adam,/6qV2WvZETYaikM5XK3O3hy89Mol.jpg,0.0,0.0,0.0,,logo for a movie or game,0.0,0.0,0.0,0.0,0.0,,0,,
324021,The Tale of Himeji Castle,/Aihtq7jeqLTR4Yyi8qAstjK1uXy.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
317712,The Legend of Sayo,/pDjqHUsqRkLF02G3duiwoDWC1vy.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
330425,Kanchana 2,/oBaVzegjQza23C1XCOMfnQRhplw.jpg,0.0,0.0,0.0,,"The poster depicts a man with face paint, but no sensitive content.",0.0,0.0,0.0,0.0,0.0,,0,,
270478,Konthayum Poonoolum,/2pB8NhjvbTADT2IKUIAe2nLIDdI.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
337029,Frankenstein,/kzTvgsGFd7zpGbwDsA4p8Nkdzj9.jpg,0.0,0.0,0.0,,scary face on movie poster for frankenstein,0.0,0.0,0.0,0.0,0.0,,0,,
346364,It,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,0.0,0.0,0.0,,A horror movie poster with a scary clown and a child.,0.0,0.0,0.0,0.0,0.0,,0,,
337085,Estranged,/rxzm5G9XDs3OJzXk3gadLJlpdGw.jpg,0.0,0.0,0.0,,"Blood spatter on door, but no gore.",0.0,0.0,0.0,0.0,0.0,,0,,
352675,Pakalpooram,/1Mv9q2ZqHXxd7EuahuqTh323RBL.jpg,0.0,0.0,0.0,,woman in midriff-baring costume,0.0,0.0,0.0,0.0,0.0,,0,,
322530,Fantastic Theater,/yZeNF1Ko3W0FT99czt3iC47EShk.jpg,0.0,0.0,0.0,,A bull mask is worn by a person in a tuxedo.,0.0,0.0,0.0,0.0,0.0,,0,,
354506,Pulse,/xtGQKAjMuXfFV3349b162PtXFqn.jpg,0.0,0.0,0.0,,poster artwork is clean,0.0,0.0,0.0,0.0,0.0,,0,,
376094,Doomed Disaster,/cZVIhol0xo1GbTb0OOhI2DXH46r.jpg,0.1,0.1,0.0,violence|gore,woman in a coffin with blood on her face and on the coffin,0.0,0.0,0.0,0.0,0.0,,0,,
381283,mother!,/fjny9chXPx69ln1LMJxbwi5yHMt.jpg,0.6,0.0,0.0,gore,woman holding a bloody heart,0.4281,0.4281,0.0,0.0,0.0,Blood & Gore:0.43|Graphic Violence:0.43|Violence:0.43,1,nova_blood_gore>=0.5|rek_gore>=0.4|rek_violence>=0.4,
329134,Massu Engira Maasilamani,/qXJTn2ZMhrbs4TawcZfoI2Ifwws.jpg,0.0,0.0,0.0,,circus performers with painted faces,0.0,0.0,0.0,0.0,0.0,,0,,
377409,Killer!,/A9CeJkOff220TcWuUx4fqVNt17s.jpg,0.9,0.9,0.0,violence|gore,poster depicts a grotesque face with blood and gore.,0.0,0.0,0.0,0.0,0.0,,1,nova_blood_gore>=0.5|nova_violence>=0.5,
370897,Whistle Stop,/up3Dca8ZiBr0FKbMv5r12nkCuvI.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
392432,Endless,/t1lLx2HVnVrFsaPo490QXvYoQpa.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
308037,Vanadevatha,/atBm2T2EenGrpOdFfncmlccbaZc.jpg,0.0,0.0,0.0,,poster shows a man and woman embracing,0.0,0.0,0.0,0.0,0.0,,0,,
370067,Vidayutham,/vtDCedGTgCwaTxdEJUeXKwXuCHe.jpg,0.0,0.0,0.0,,poster has occult symbol,0.0,0.0,0.0,0.0,0.0,,0,,
336809,Sangdil,/4GZWh21t0NZ0BfV7wqOUshmT6xY.jpg,0.0,0.0,0.0,,A vintage poster with a man and woman in close proximity.,0.0,0.0,0.0,0.0,0.0,,0,,
382290,M・Y・F・A・C・E,/mZTQPrfjDBFiRCJOGAPSYRZdMjO.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
392569,Aadupuliyattam,/tqu09JapP1T8Z5zzC1HgjfI1891.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
387737,Maria's Stomach,/7ToJDpVAivomFZdO9J61ioFtf8g.jpg,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0,,
396493,Creep 2,/a0m7WciFnBqpcyH1Yi8i4tdvk0k.jpg,0.0,0.0,0.0,,"The poster features a man standing in a dark, mysterious setting, with no explicit sensitive content depicted.",0.0,0.0,0.0,0.0,0.0,,0,,
391529,Jajo,/2yvBa6TmLW7UiwW8WJjE3Ajh4oy.jpg,0.0,0.0,0.0,,A close-up of a person's eye with a yellow text overlay.,0.0,0.0,0.0,0.0,0.0,,0,,
388994,Ayla,/9qJd7Fau4Ngw0XkyFjiAhFNDaeF.jpg,0.0,0.0,0.0,,Poster shows a nude woman but not in a sexual context.,0.0,0.0,0.0,0.9005,0.0,Non-Explicit Nudity of Intimate parts and Kissing:0.93|Non-Explicit Nudity:0.93|Bare Back:0.93|Explicit:0.90|Exposed Buttocks or Anus:0.90|Explicit Nudity:0.90,1,rek_nudity>=0.4,
396550,Sickhouse,/p7L0A9rfnjNvpyA8mhGzAiTV1cl.jpg,0.0,0.0,0.0,,The poster is for a movie called 'Sickhouse'.,0.0,0.0,0.0,0.0,0.0,,0,,
398768,White Clothing: Harakiri,/kFIO2l5cfvNj1xsJymmOCUE5caQ.jpg,0.0,0.0,0.0,,"a person with their head down, no visible face",0.0,0.0,0.0,0.0,0.0,,0,,
