id,lang_code,text,translated,overlap_before,overlap_after,error
1203676,,,,0.0,0.0,
1206990,,,,0.0,0.0,
1211305,,,,0.0,0.0,
1218320,,,,0.0,0.0,
1221579,,,,0.0,0.0,
1227615,,,,0.0,0.0,
1230992,,,,0.0,0.0,
1232818,en,DESINT'GRATION,,0.0,0.0,
1238437,,,,0.0,0.0,
1241689,,,,0.0,0.0,
1244831,ja,親きあな4,My Dear Friend 4,0.0,0.0,
1249052,zh-TW,京都多電マプ400年的没子,KYOTO MULTI-ELECTRIC MOP 400 YEARS AGO,0.0833,0.1667,
1255394,,,,0.0,0.0,
1260835,en,777,,1.0,1.0,
1263175,,,,0.0,0.0,
1267079,,,,0.0,0.0,
1271607,en,"the title text you actually see on the poster, or empty if none",,0.5,0.5,
1277003,,,,0.0,0.0,
1280889,,,,0.0,0.0,
1282649,,,,0.0,0.0,
1287099,,,,0.0,0.0,
1290310,,,,0.0,0.0,
1293300,,,,0.0,0.0,
1296035,en,shadow people,,1.0,1.0,
1300785,,,,0.0,0.0,
1302691,,,,0.0,0.0,
1306119,ja,人喰い鮫　女,Man-eating shark woman,0.0,0.6667,
1308382,ja,おうりりりん,Ouri Ririn,0.0,0.0,
1311483,,,,0.0,0.0,
1315058,,,,0.0,0.0,
1317033,en,DEAD FISH,,1.0,1.0,
1318016,,,,0.0,0.0,
1320176,,,,0.0,0.0,
1321069,zh,吸血鬼尖叫,vampire screams,0.0,0.5,
1321870,,,,0.0,0.0,
1326334,,,,0.0,0.0,
1333104,en,SNAKE BITE,,1.0,1.0,
1340233,en,TENTBURNER,,0.0,0.0,
1351919,,,,0.0,0.0,
1356347,,,,0.0,0.0,
1361326,,,,0.0,0.0,
1365594,,,,0.0,0.0,
1368769,or,ହନିମୁନ,,0.0,0.0,An error occurred (UnsupportedLanguagePairException) when calling the TranslateText operation: Unsupported language pair: or to en.
1372678,,,,0.0,0.0,
1374642,,,,0.0,0.0,
1377383,,,,0.0,0.0,
1379708,,,,0.0,0.0,
1381901,,,,0.0,0.0,
1383676,,,,0.0,0.0,
1389323,,,,0.0,0.0,
1393570,,,,0.0,0.0,
1395464,,,,0.0,0.0,
1398014,id,jaa mimo,Jaa MIMO,0.0,0.0,
1410067,,,,0.0,0.0,
1414507,pt,CHUVA,,1.0,1.0,
1417605,,,,0.0,0.0,
1424738,,,,0.0,0.0,
1432204,,,,0.0,0.0,
1434208,,,,0.0,0.0,
1436678,,,,0.0,0.0,
1443311,,,,0.0,0.0,
1452443,ja,白馬百物言：みんな效れだいいんだ,"Hakuba Hyakmonogyo: Everyone works, it's fine",0.0,0.0,
1457768,,,,0.0,0.0,
1460221,,,,0.0,0.0,
1464715,tr,anatta,,1.0,1.0,
1468983,,,,0.0,0.0,
1475943,,,,0.0,0.0,
1483306,,,,0.0,0.0,
1486442,,,,0.0,0.0,
1492155,,,,0.0,0.0,
1495444,,,,0.0,0.0,
1499297,,,,0.0,0.0,
1504654,,,,0.0,0.0,
1506848,,,,0.0,0.0,
1510606,,,,0.0,0.0,
1515590,en,MADONNA NON GRATA,,1.0,1.0,
1519482,no,BARDENSRA,,1.0,1.0,
1526650,en,Mudborn,,1.0,1.0,
1534873,fr,L'OUVERTURE,,1.0,1.0,
1539577,,,,0.0,0.0,
1543356,,,,0.0,0.0,
1545985,,,,0.0,0.0,
1548140,en,Q,,0.0,0.0,
1550772,,,,0.0,0.0,
1553496,,,,0.0,0.0,
1558386,,,,0.0,0.0,
1563145,,,,0.0,0.0,
1568165,,,,0.0,0.0,
1571063,,,,0.0,0.0,
1574119,zh,恐怖的鬼,Terrible ghost,0.0,0.5,
1577795,,,,0.0,0.0,
1581907,fa,شب پنجشنبه,Thursday night,0.0,1.0,
1586304,,,,0.0,0.0,
1593094,,,,0.0,0.0,
1596328,,,,0.0,0.0,
1600449,,,,0.0,0.0,
1604118,,,,0.0,0.0,
1606966,,,,0.0,0.0,
1610761,,,,0.0,0.0,
1615800,en,TRANSFORMATION,,1.0,1.0,
1620810,en,IF I FLINCH I DIE,,1.0,1.0,
1624511,,,,0.0,0.0,
1630858,,,,0.0,0.0,
1633413,,,,0.0,0.0,
1638902,,,,0.0,0.0,
1642649,,,,0.0,0.0,
1647795,,,,0.0,0.0,
1651069,,,,0.0,0.0,
1655224,,,,0.0,0.0,
1659112,,,,0.0,0.0,
1662415,en,SEPTICEMIA,,1.0,1.0,
1666010,,,,0.0,0.0,
1671319,,,,0.0,0.0,
1678298,en,the waiter,,1.0,1.0,
1684132,,,,0.0,0.0,
1689484,,,,0.0,0.0,
1692531,,,,0.0,0.0,
1699043,,,,0.0,0.0,
1701304,,,,0.0,0.0,
1705345,,,,0.0,0.0,
1708324,,,,0.0,0.0,
1713161,pt,Mácula,,1.0,1.0,
1716508,,,,0.0,0.0,
1721011,,,,0.0,0.0,
1722502,en,Dishti Bomma,,1.0,1.0,
1725794,,,,0.0,0.0,
1732268,,,,0.0,0.0,
1736769,,,,0.0,0.0,
1740656,,,,0.0,0.0,
9095,en,Mary Reilly,,1.0,1.0,
20015,vi,KM31,KM31,0.0,0.0,
28454,en,CTHULHU MANSION,,1.0,1.0,
40368,en,NIGHTMARE,,1.0,1.0,
56328,en,2002,,1.0,1.0,
77483,en,Dunderland,,1.0,1.0,
88784,,,,0.0,0.0,
106569,zh,鬼,spook,0.0,0.0,
151022,ja,雷りスト,Lightning Strike,0.0,0.0,
174838,,,,0.0,0.0,
227992,en,Necronomica,,1.0,1.0,
246548,,,,0.0,0.0,
256030,en,MUCK,,1.0,1.0,
266539,ja,仮面ライダーアマゾン,Kamen Rider Amazon,0.0,0.6,
283419,ja,地獄の島,Hell's Island,0.0,0.6667,
301992,en,PRISON PIT,,0.5,0.5,
317712,ja,さよならの・イー,Goodbye Yi,0.0,0.0,
324021,ja,姫路城の物語,The story of Himeji Castle,0.0,0.8,
330291,,,,0.0,0.0,
337085,en,E2TRANGED,,0.0,0.0,
352675,en,pakalpooram,,1.0,1.0,
363164,,,,0.0,0.0,
377409,en,Killer,,1.0,1.0,
387063,,,,0.0,0.0,
392595,,,,0.0,0.0,
400342,,,,0.0,0.0,
409330,,,,0.0,0.0,
420674,,,,0.0,0.0,
426063,en,nosferatu,,1.0,1.0,
440444,en,PIERCING,,1.0,1.0,
447726,,,,0.0,0.0,
451331,,,,0.0,0.0,
458971,,,,0.0,0.0,
466088,,,,0.0,0.0,
473729,,,,0.0,0.0,
480002,,,,0.0,0.0,
482531,,,,0.0,0.0,
484394,,,,0.0,0.0,
485789,te,భాగమ్మతీ,Bhagammati,0.0,0.0,
493198,,,,0.0,0.0,
502755,,,,0.0,0.0,
508385,,,,0.0,0.0,
514233,,,,0.0,0.0,
516327,,,,0.0,0.0,
524138,,,,0.0,0.0,
528146,en,Aathma Bandhana,,1.0,1.0,
529717,,,,0.0,0.0,
534161,zh-TW,單身男女,Single Male Female,0.0,0.0,
542274,en,Abhisaarike,,1.0,1.0,
548784,zh,天皆女子,Tenminai girls,0.0,0.0,
553880,,,,0.0,0.0,
558510,,,,0.0,0.0,
566025,,,,0.0,0.0,
569329,,,,0.0,0.0,
578469,,,,0.0,0.0,
584466,en,"the title text you actually see on the poster, or empty if none",,0.0,0.0,
592912,,,,0.0,0.0,
603431,,,,0.0,0.0,
606519,,,,0.0,0.0,
611636,en,stucco,,1.0,1.0,
617935,,,,0.0,0.0,
632259,en,RETCH,,1.0,1.0,
639495,en,CHLOROFORMED,,1.0,1.0,
643375,,,,0.0,0.0,
647156,,,,0.0,0.0,
652823,,,,0.0,0.0,
657877,,,,0.0,0.0,
663016,,,,0.0,0.0,
667098,,,,0.0,0.0,
671078,,,,0.0,0.0,
676291,,,,0.0,0.0,
680094,,,,0.0,0.0,
687794,,,,0.0,0.0,
690135,,,,0.0,0.0,
691155,,,,0.0,0.0,
694951,,,,0.0,0.0,
705279,,,,0.0,0.0,
718859,,,,0.0,0.0,
721139,,,,0.0,0.0,
726031,,,,0.0,0.0,
728308,,,,0.0,0.0,
730375,ja,静かな怪しい午後に,"On a quiet, suspicious afternoon",0.0,0.0,
735012,,,,0.0,0.0,
739591,,,,0.0,0.0,
744447,,,,0.0,0.0,
747521,,,,0.0,0.0,
751365,,,,0.0,0.0,
753337,,,,0.0,0.0,
757854,,,,0.0,0.0,
762660,,,,0.0,0.0,
764794,,,,0.0,0.0,
767152,en,Stiff,,1.0,1.0,
770973,,,,0.0,0.0,
774629,,,,0.0,0.0,
782214,,,,0.0,0.0,
787760,,,,0.0,0.0,
791908,,,,0.0,0.0,
795962,ja,ゾンミちゃん,Zommi-chan,0.0,0.1429,
797006,,,,0.0,0.0,
797937,,,,0.0,0.0,
800984,en,BUSSY,,1.0,1.0,
809570,,,,0.0,0.0,
812694,,,,0.0,0.0,
817170,,,,0.0,0.0,
822821,fr,Breus Reuces,Breus Reuces,0.0,0.0,
826863,,,,0.0,0.0,
831012,,,,0.0,0.0,
836525,,,,0.0,0.0,
843290,,,,0.0,0.0,
849046,,,,0.0,0.0,
850236,en,chuzhal,,1.0,1.0,
853688,,,,0.0,0.0,
855472,,,,0.0,0.0,
859659,,,,0.0,0.0,
865949,,,,0.0,0.0,
874995,,,,0.0,0.0,
878720,,,,0.0,0.0,
882186,,,,0.0,0.0,
886638,,,,0.0,0.0,
893335,,,,0.0,0.0,
898348,,,,0.0,0.0,
906200,,,,0.0,0.0,
912650,en,MORTUS,,0.0,0.0,
926070,,,,0.0,0.0,
931317,,,,0.0,0.0,
933246,,,,0.0,0.0,
938133,lt,N°·°·°,N°·°·°,0.0,0.0,
940972,,,,0.0,0.0,
943034,,,,0.0,0.0,
949909,id,Kuntilanak 3,,1.0,1.0,
953714,,,,0.0,0.0,
955715,,,,0.0,0.0,
961652,,,,0.0,0.0,
967810,,,,0.0,0.0,
972988,,,,0.0,0.0,
976532,,,,0.0,0.0,
977648,,,,0.0,0.0,
980677,,,,0.0,0.0,
983581,ja,恐怖の東京ビデオ17,Tokyo Fright Video 17,0.2,0.4,
991544,,,,0.0,0.0,
994633,,,,0.0,0.0,
999287,,,,0.0,0.0,
1005559,,,,0.0,0.0,
1013854,en,ALANA,,1.0,1.0,
1017030,,,,0.0,0.0,
1021798,,,,0.0,0.0,
1024207,,,,0.0,0.0,
1029683,,,,0.0,0.0,
1034771,,,,0.0,0.0,
1041554,,,,0.0,0.0,
1048107,,,,0.0,0.0,
1049608,ja,恐怖の東京ビデオ21,Tokyo of Fear video 21,0.2,0.6,
1054285,ja,修羅の国,Shura,0.0,0.5,
1060195,,,,0.0,0.0,
1067509,,,,0.0,0.0,
1074249,,,,0.0,0.0,
1078317,,,,0.0,0.0,
1079740,,,,0.0,0.0,
1083022,,,,0.0,0.0,
1086046,ja,腐った幽霊,Rotten Ghosts,0.0,0.3333,
1091407,en,Blood Lust,,1.0,1.0,
1094113,,,,0.0,0.0,
1097612,zh,新本米之三姑,The Three Moons of New Honmae,0.0,0.3333,
1101703,zh,新开心鬼,New happy ghost,0.0,0.0,
1105435,en,MEAT,,1.0,1.0,
1110649,,,,0.0,0.0,
1114750,de,NIEMAND,,1.0,1.0,
1118857,,,,0.0,0.0,
1121432,en,Phoenix,,1.0,1.0,
1125649,,,,0.0,0.0,
1133248,,,,0.0,0.0,
1140480,zh-TW,電机思人,The Electrical Thinker,0.0,0.0,
1143697,,,,0.0,0.0,
1146575,et,PAKULTANAHJAWA,PAKULTANAHJAWA,0.0,0.0,
1149701,,,,0.0,0.0,
1151937,,,,0.0,0.0,
1158484,en,TREES,,1.0,1.0,
1163427,en,JOHNNY ANTHOJOHNNY,,1.0,1.0,
1167764,,,,0.0,0.0,
1171889,,,,0.0,0.0,
1173275,,,,0.0,0.0,
1174342,zh,热情,zest,0.0,0.0,
1179549,th,เทพเจ้าแห่งความตาย,God of Death,0.0,0.75,
1180756,en,krai thong,,1.0,1.0,
1185377,,,,0.0,0.0,
1190772,,,,0.0,0.0,
1196070,,,,0.0,0.0,
1199122,ja,恐怖実話 呪い,Horror true story curse,0.0,0.25,
1201188,,,,0.0,0.0,
1204029,,,,0.0,0.0,
1206993,,,,0.0,0.0,
1211899,,,,0.0,0.0,
1219673,,,,0.0,0.0,
1222617,,,,0.0,0.0,
1227630,,,,0.0,0.0,
1231045,en,OTIS,,0.3333,0.3333,
1233557,,,,0.0,0.0,
1238742,,,,0.0,0.0,
1242176,,,,0.0,0.0,
1245162,,,,0.0,0.0,
1249591,zh-TW,恐怖心霊動画 怨霊,Horror Snape Cartoon Complaints,0.0,0.0,
1255452,ja,毒劇!呪いの心霊スポット極楽,Poison drama! Cursed Ghost Spot Paradise,0.0,0.0,
1261094,,,,0.0,0.0,
1263426,zh,天地正义,Heaven and Earth Justice,0.0,0.6,
1267153,,,,0.0,0.0,
1272300,en,FORECLOSURE 2,,1.0,1.0,
1277901,,,,0.0,0.0,
1281250,,,,0.0,0.0,
1284281,,,,0.0,0.0,
1287123,,,,0.0,0.0,
1290430,,,,0.0,0.0,
1293317,en,CREATURE,,1.0,1.0,
1296590,,,,0.0,0.0,
1300942,,,,0.0,0.0,
1304559,es,Columnas de Sangre,,1.0,1.0,
1306511,,,,0.0,0.0,
1308384,,,,0.0,0.0,
1312549,,,,0.0,0.0,
1315445,zh,画皮,Painted skin,0.0,1.0,
1317072,,,,0.0,0.0,
1318113,,,,0.0,0.0,
1320348,,,,0.0,0.0,
1321070,,,,0.0,0.0,
1322696,,,,0.0,0.0,
1327426,,,,0.0,0.0,
1334664,en,PHENOMENON,,1.0,1.0,
1341041,zh-TW,"鬼片
靈異","Ghostbusters
Spiritual",0.0,0.0,
1352257,,,,0.0,0.0,
1356353,,,,0.0,0.0,
1361397,,,,0.0,0.0,
1365751,,,,0.0,0.0,
1368953,,,,0.0,0.0,
1372692,,,,0.0,0.0,
1375238,,,,0.0,0.0,
1377690,zh-TW,首無島,The first island,0.0,0.5,
1379716,,,,0.0,0.0,
1382321,,,,0.0,0.0,
1385721,,,,0.0,0.0,
1389968,,,,0.0,0.0,
1393895,,,,0.0,0.0,
1395614,,,,0.0,0.0,
1398734,,,,0.0,0.0,
1410549,,,,0.0,0.0,
1414671,,,,0.0,0.0,
1418444,,,,0.0,0.0,
1424826,zh-TW,東京惡靈旅館,Tokyo Malachi Ryokan,0.0,0.3333,
1432516,en,"Goke, Bodysnatcher from Hell",,0.25,0.25,
1434418,,,,0.0,0.0,
1438780,,,,0.0,0.0,
1444302,pt,Podres Alegorias,,1.0,1.0,
1453271,,,,0.0,0.0,
1457820,en,convalescent,,1.0,1.0,
1460589,,,,0.0,0.0,
1464992,,,,0.0,0.0,
1471061,en,Khel,,1.0,1.0,
1478029,zh,"蛇
神","snakes
gods",0.0,0.0,
1483428,,,,0.0,0.0,
1487210,,,,0.0,0.0,
1492635,,,,0.0,0.0,
1495718,es,BALJJEO,,1.0,1.0,
1499799,,,,0.0,0.0,
1504677,,,,0.0,0.0,
1506946,,,,0.0,0.0,
1510609,,,,0.0,0.0,
1516591,,,,0.0,0.0,
1520017,,,,0.0,0.0,
1529067,,,,0.0,0.0,
1535813,,,,0.0,0.0,
1540162,,,,0.0,0.0,
1544051,,,,0.0,0.0,
1546574,,,,0.0,0.0,
1548141,en,Q,,0.0,0.0,
1550778,,,,0.0,0.0,
1553741,,,,0.0,0.0,
1558468,en,Shambhala,,1.0,1.0,
1563653,,,,0.0,0.0,
1568448,zh,鬼泣海岸,Devil May Cry Coast,0.0,0.5,
1571171,,,,0.0,0.0,
1574634,,,,0.0,0.0,
1579014,,,,0.0,0.0,
1582037,,,,0.0,0.0,
1586421,,,,0.0,0.0,
1593740,en,COOKIE CUTTER,,1.0,1.0,
1598383,en,Aphorisms of the Circus,,1.0,1.0,
1601123,en,Attrition,,1.0,1.0,
1604555,,,,0.0,0.0,
1607008,,,,0.0,0.0,
1610847,fr,GONFLESH,INFLESH,0.0,0.0,
1616160,en,Scorching,,1.0,1.0,
1621268,,,,0.0,0.0,
1624513,,,,0.0,0.0,
1630859,,,,0.0,0.0,
1633457,,,,0.0,0.0,
1639192,,,,0.0,0.0,
1642656,,,,0.0,0.0,
1648343,,,,0.0,0.0,
1651331,,,,0.0,0.0,
1656117,,,,0.0,0.0,
1659315,,,,0.0,0.0,
1662480,,,,0.0,0.0,
1666912,en,AVOIDANT ATTACHMENT,,1.0,1.0,
1671363,,,,0.0,0.0,
1678301,,,,0.0,0.0,
1685843,,,,0.0,0.0,
1689911,,,,0.0,0.0,
1692539,,,,0.0,0.0,
1699061,,,,0.0,0.0,
1701314,,,,0.0,0.0,
1706830,,,,0.0,0.0,
1708493,,,,0.0,0.0,
1713418,,,,0.0,0.0,
1718361,en,DOOM,,1.0,1.0,
1721262,,,,0.0,0.0,
1722702,en,DEVOUR,,1.0,1.0,
1727347,,,,0.0,0.0,
1732440,zh,僵尸国度,Zombieland,0.0,0.0,
1737111,,,,0.0,0.0,
1742312,,,,0.0,0.0,
9669,en,RING,,0.0,0.0,
20215,en,BOO,,1.0,1.0,
28780,en,the deathmaster,,1.0,1.0,
47957,en,MADMAN,,1.0,1.0,
56915,en,BLOWN,,1.0,1.0,
79624,,,,0.0,0.0,
90063,en,VAMPIRES IN HAVANA,,1.0,1.0,
123107,en,Hellbenders,,1.0,1.0,
152357,id,Kana Kanmani,,1.0,1.0,
194759,en,Reel Horror,,1.0,1.0,
233203,zh-TW,女衛刀,Women's Guard Knife,0.0,0.0,
250417,en,CLAY,,1.0,1.0,
257567,ja,消えた７日間,7 days that disappeared,0.0,0.0,
269588,vi,km31,KM31,0.0,0.0,
285981,,,,0.0,0.0,
306951,,,,0.0,0.0,
317873,no,DTM,DTM,0.0,0.0,
327568,,,,0.0,0.0,
330425,en,Kanchana 2,,1.0,1.0,
343041,,,,0.0,0.0,
353127,,,,0.0,0.0,
369452,en,SQUID,,0.5,0.5,
377787,,,,0.0,0.0,
387737,ja,マリアの胃袋,Maria's Stomach,0.0,1.0,
394860,en,GRIMEWAVE,,0.3333,0.3333,
401560,,,,0.0,0.0,
411279,,,,0.0,0.0,
421197,de,phinfathan,phinfathan,0.0,0.0,
426293,,,,0.0,0.0,
443151,,,,0.0,0.0,
447728,,,,0.0,0.0,
452250,en,Sivalinga,,1.0,1.0,
459856,,,,0.0,0.0,
466266,,,,0.0,0.0,
473786,,,,0.0,0.0,
480406,pt,AÇÚCAR,,1.0,1.0,
482919,zh-TW,匿名電話,Anonymous phone,0.0,0.5,
484396,,,,0.0,0.0,
486515,,,,0.0,0.0,
494445,en,BLOODRAPE,,1.0,1.0,
505330,,,,0.0,0.0,
508388,,,,0.0,0.0,
514277,tl,MARA,,1.0,1.0,
517226,,,,0.0,0.0,
524432,,,,0.0,0.0,
528325,,,,0.0,0.0,
530253,,,,0.0,0.0,
534478,,,,0.0,0.0,
542580,en,13 INVESTIGATION,,1.0,1.0,
549707,,,,0.0,0.0,
555455,,,,0.0,0.0,
558899,,,,0.0,0.0,
566325,,,,0.0,0.0,
570453,,,,0.0,0.0,
578897,,,,0.0,0.0,
584682,en,Daydream,,1.0,1.0,
592989,,,,0.0,0.0,
603644,,,,0.0,0.0,
607137,en,momo,,1.0,1.0,
612811,zh-TW,凌遲——一張歷史照片的回聲,Lateness — A Recollection of a Historical Photo,0.0,0.4,
622488,ja,魚克のキタロ　大外魚戦争,Uokatsu no Kitaro Great Outfish War,0.0,0.5714,
634171,,,,0.0,0.0,
639571,,,,0.0,0.0,
643377,,,,0.0,0.0,
648473,,,,0.0,0.0,
653355,,,,0.0,0.0,
657891,,,,0.0,0.0,
664049,sl,JASU,,1.0,1.0,
667459,,,,0.0,0.0,
672043,,,,0.0,0.0,
676292,,,,0.0,0.0,
680793,,,,0.0,0.0,
687859,,,,0.0,0.0,
690136,,,,0.0,0.0,
691223,,,,0.0,0.0,
695256,,,,0.0,0.0,
706199,,,,0.0,0.0,
719276,,,,0.0,0.0,
722635,,,,0.0,0.0,
726062,,,,0.0,0.0,
728872,,,,0.0,0.0,
730627,,,,0.0,0.0,
735504,,,,0.0,0.0,
741592,cy,cyst,,1.0,1.0,
745047,,,,0.0,0.0,
747923,,,,0.0,0.0,
751401,,,,0.0,0.0,
753726,,,,0.0,0.0,
758547,,,,0.0,0.0,
762741,,,,0.0,0.0,
764923,ja,知たくのあって学校雲堂,School Undo,0.0,0.0,
767243,nl,OPTICA,,1.0,1.0,
771266,,,,0.0,0.0,
775381,,,,0.0,0.0,
782575,,,,0.0,0.0,
788376,,,,0.0,0.0,
792505,,,,0.0,0.0,
795987,,,,0.0,0.0,
797047,,,,0.0,0.0,
798823,,,,0.0,0.0,
801527,,,,0.0,0.0,
809703,,,,0.0,0.0,
