id,title,poster_path,has_ocr_text,method,nova_confidence,is_movie_poster,error,human_verdict
129465,Hells,/wzakuhm5mMxZXt6oP6CbkJuA7rV.jpg,True,ocr_text_present,,True,,es_poster
152357,Kana Kanmani,/94huaMTsf6dltbjCQ5CQRPq5VEf.jpg,True,ocr_text_present,,True,,es_poster
88780,Devil Hunter Yohko 2,/8PIMzpG8vnBcmA0FmRc2gAtp7Eo.jpg,False,nova_zero_ocr,high,False,,no_es_poster
129096,The Discarnates,/fQx2VEF2mVEtWmrSiwglKhuQKa2.jpg,False,nova_zero_ocr,high,True,,es_poster
128519,In the Name of the Devil,/dnPnqkFThbB0FXn5KaVIClRZeEs.jpg,False,nova_zero_ocr,high,False,,no_es_poster
106569,The Demon,/3OeXwL6EgZsOhmP1NUAoichX4qx.jpg,False,nova_zero_ocr,high,True,,es_poster
151022,Gerorisuto,/bHOdQQRjeSkrSBT0YQHFYUe8X7i.jpg,False,nova_zero_ocr,high,True,,es_poster
161160,When Twilight Draws Near,/78s81p7KAfzsnDeZAxE2SllnwPO.jpg,True,ocr_text_present,,True,,es_poster
100480,Kazuo Umezu's Horror Theater: Diet,/QkudYfCXTfUUfJJ4cP7gYQpYXG.jpg,False,nova_zero_ocr,high,True,,es_poster
98084,Legion of Fire: Killer Ants,/cNpK3zhp0z3ZKL6znVMPxbz7jME.jpg,False,nova_zero_ocr,high,True,,es_poster
166201,Bog,/3ZLzEJl2S1ro0NJXVgd1E3bNHkv.jpg,False,nova_zero_ocr,high,True,,es_poster
99263,Schizophreniac: The Whore Mangler,/xVvIFcx8Q1tqBeN3sUTsllj96oN.jpg,False,nova_zero_ocr,high,True,,es_poster
152810,Moonnamathoral,/srMkWZnS0naqvxT9AmsGimW6Dwg.jpg,False,nova_zero_ocr,high,False,,es_poster
171367,The Jar,/1mhXTLL1xJGaXl7kPv3LY6a09m3.jpg,False,nova_zero_ocr,high,True,,es_poster
94545,The Bushwhacker,/fO6eXDta3pHMxm5iF8gjt56xVkZ.jpg,False,nova_zero_ocr,high,True,,es_poster
126830,Li'l Spider Girl,/wafbftomue5BnIsSXN2ircyBMQh.jpg,False,nova_zero_ocr,high,False,,es_poster
174838,Atman,/h70qCMirvroESUDhR1UyA3k6xdq.jpg,False,nova_zero_ocr,high,False,,no_es_poster
166271,Haunter,/gBsO7Sp3g1oOaxQ44pomsJLm7m7.jpg,False,nova_zero_ocr,high,True,,es_poster
194759,Reel Horror,/5oFEDIs7hJHqOaINGNpZDdpUipH.jpg,False,nova_zero_ocr,high,True,,es_poster
237449,Four,/2iw8U9PmGhZgHM7tnSbDBNj67lb.jpg,True,ocr_text_present,,True,,es_poster
212930,The Ritual,/4jiKgkDSmFa5odwphWn9uUqYABT.jpg,False,nova_zero_ocr,high,False,,es_poster
201343,Satan Bouche un Coin,/nOOY0OMZFrN3a6feUNZAgGnjWFa.jpg,False,nova_zero_ocr,high,False,,no_es_poster
227992,Necronomica,/hUQ9ZKjKhTJqqlMCsrGQNuOwBGP.jpg,False,nova_zero_ocr,high,False,,es_poster
200402,Prema Katha Chitram,/7m8mNU3EyW7Mc2uS5fIkzjmA76R.jpg,False,nova_zero_ocr,high,True,,es_poster
163617,Ghosts,/uJeW307HXACHMA5sHgVoCvmbTtY.jpg,False,nova_zero_ocr,medium,True,,es_poster
239815,Ascension of the Demonoids,/7vR0nf6oACGvmgoJTa21ZsnAIfj.jpg,False,nova_zero_ocr,high,False,,no_es_poster
194809,Anandabhadram,/d7f3ZFCobD9Em3dUMDP2Rk7NB40.jpg,False,nova_zero_ocr,high,True,,es_poster
203009,Blackwood Evil,/duJ88UxyhpAyLtTDnQHtF9ficeO.jpg,False,nova_zero_ocr,high,True,,es_poster
211258,Wax,/8T41L1DfsLgeczCV591KxGE5BMr.jpg,False,nova_zero_ocr,high,True,,es_poster
253477,Torture Chamber,/o7TKEdXtGi3f1t5wtxAbIAEy3Fm.jpg,True,ocr_text_present,,True,,es_poster
240157,Devadoothan,/po0F3uK2NeJ0ZQdmD6FnLGEtVah.jpg,False,nova_zero_ocr,high,True,,es_poster
235348,100 Years of Torture: The History,/ddduWzcMsftCbYIf9eF0rhQMVxe.jpg,False,nova_zero_ocr,high,True,,es_poster
260704,Birthright,/pzbtAsndUgnPOvLgFNSoQfisBbs.jpg,True,ocr_text_present,,True,,es_poster
259512,The Devil´s Weed,/qZRuePlWCsTQAquan7iMPYIGEjM.jpg,False,nova_zero_ocr,high,False,,es_poster
255291,Animosity,/8eJItu11ks3JgK8zHCjxX59jFnF.jpg,False,nova_zero_ocr,high,True,,es_poster
243837,Hotel,/pPOyvWtGLtAji0uXz3GeMdrueFR.jpg,False,nova_zero_ocr,high,True,,es_poster
255537,Ashes of Doom,/eoBAkI7zOPaxWWoKEzYR9gnaxcI.jpg,False,nova_zero_ocr,high,True,,es_poster
257567,Vanished: Age 7,/29Wt6DOMzl94JSpEOnEwx4QXeAY.jpg,False,nova_zero_ocr,high,True,,es_poster
246548,The Rafters,/4oy9LBvnzm7XgkxmILvMRDAEzc6.jpg,False,nova_zero_ocr,high,False,,no_es_poster
250574,Creep,/qn53D574tT0YRyLgirEFHQwGUXw.jpg,False,nova_zero_ocr,high,True,,es_poster
265067,Vampire,/ftpa0bibAwI0SJItIU2na8zLUow.jpg,False,nova_zero_ocr,high,True,,es_poster
250417,Clay,/fvMoDYJ3AxHS20J21eSoqKyQQdx.jpg,False,nova_zero_ocr,high,True,,es_poster
270294,Erotic Witchcraft,/7qH0DZEg9NFVMpxmlmYQe0HOaCr.jpg,True,ocr_text_present,,True,,no_es_poster
270478,Konthayum Poonoolum,/2pB8NhjvbTADT2IKUIAe2nLIDdI.jpg,True,ocr_text_present,,True,,es_poster
254250,Till Death Do We Scare,/rKsCWB2E4oeQjC8si7kgyJQJJFQ.jpg,False,nova_zero_ocr,high,True,,es_poster
283419,Island of Hell,/yCRibr1sKfuSH2VXAwqPyHzncFz.jpg,True,ocr_text_present,,True,,es_poster
266501,Nightmares,/vAxmsz6q3k2S4RPuRAwZEyO0xOh.jpg,False,nova_zero_ocr,high,False,,no_es_poster
262600,Shock,/ksp4bEWP3UWoW5ZdRgFWpr8DNQD.jpg,False,nova_zero_ocr,high,True,,es_poster
245492,Geethanjali,/5dMgvRdsmzf9jv1sizPQRsKsede.jpg,False,nova_zero_ocr,high,True,,es_poster
233203,Hong Kong Criminal Archives - Female Butcher,/fgMf6zCP30AA0RROjr8d9uDuYVG.jpg,False,nova_zero_ocr,high,True,,es_poster
290795,Maligno,/wvPUKdGhQ7dahONG3cwbpyWkkeB.jpg,True,ocr_text_present,,True,,es_poster
250883,Nak,/cpcuzrsHQsh1J4VuStE7i84nC2R.jpg,False,nova_zero_ocr,high,True,,es_poster
256030,Muck,/bPYH46Qtc85jeeicjAg4hyL8uC2.jpg,False,nova_zero_ocr,high,True,,es_poster
276748,Creature of Comfort,/egKSs9tOZZfOGiU694R74K4wvyn.jpg,False,nova_zero_ocr,high,False,,no_es_poster
262872,Coyote,/xjI1mNkn5Quz5SDW6MHPBOkb1wU.jpg,False,nova_zero_ocr,high,True,,es_poster
282443,Hands of Purple Distances,/91GxSj5JKqhWALPLJNAtsKjqQfc.jpg,False,nova_zero_ocr,high,False,,no_es_poster
266539,Kamen Rider Amazon: The Movie,/3gTsjrb3CXubv1pZSEhubkbfBx.jpg,False,nova_zero_ocr,high,False,,es_poster
279237,Bake Jizo,/auSqbagc1RRUUsMdIioCUFKpq8i.jpg,False,nova_zero_ocr,high,False,,es_poster
297160,XX,/drcIFTEIBnWI4G3OQt6rXOI8hf4.jpg,False,nova_zero_ocr,high,True,,es_poster
300143,The Rainbow Man,/22FFDLHqExTbuBNDc5ITIWexfW7.jpg,False,nova_zero_ocr,high,True,,es_poster
276488,Let Us Prey,/7X5VhHwDaSLkrDoifRbfvGZJxFP.jpg,False,nova_zero_ocr,high,True,,es_poster
269588,Km 31-2,/UhihZIu4krs3TVIqoQevAha0ij.jpg,False,nova_zero_ocr,high,True,,es_poster
306951,Haunted House,/fnKfOeMBKCgBZ9OgxvQaIr60ooy.jpg,False,nova_zero_ocr,high,False,,no_es_poster
308259,RE,/jii5C9iGtY0a1YDHblnPFUzu0Vw.jpg,False,nova_zero_ocr,high,False,,no_es_poster
315708,Martins Feuer,/pwamqGApVkgMMnHKSTkQ7ImtDV9.jpg,False,nova_zero_ocr,high,False,,no_es_poster
285981,A Dead Man Visits the Living,/1mmwvJxDuvhxHfmveC6NrK6eUNQ.jpg,False,nova_zero_ocr,high,True,,es_poster
300584,Carranca,/3leakQkTaHQDqyag8BtHDbJadUS.jpg,False,nova_zero_ocr,high,False,,no_es_poster
301992,Prison Pit: Book One,/4Rox49oGHmFUMSfv1VTFD1NoAvH.jpg,False,nova_zero_ocr,high,False,,es_poster
287311,Beloved Sister,/5Xk9GDz7G3otO52VlV7qRqjsSY1.jpg,False,nova_zero_ocr,high,False,,no_es_poster
324021,The Tale of Himeji Castle,/Aihtq7jeqLTR4Yyi8qAstjK1uXy.jpg,True,ocr_text_present,,True,,es_poster
327568,We're in a Fight,/whTFqF7yirYyhEMojLwtwCN21tW.jpg,False,nova_zero_ocr,high,False,,no_es_poster
321738,Cheondong,/5phFtXBFUYeTxz2pAgVmvPJeTHy.jpg,False,nova_zero_ocr,high,False,,es_poster
322530,Fantastic Theater,/yZeNF1Ko3W0FT99czt3iC47EShk.jpg,True,ocr_text_present,,True,,es_poster
308037,Vanadevatha,/atBm2T2EenGrpOdFfncmlccbaZc.jpg,False,nova_zero_ocr,high,True,,es_poster
319178,Hatanosuke and the Haunted House,/ytQlx97f6JrnqENP2S649tV0gQU.jpg,False,nova_zero_ocr,high,True,,es_poster
322055,"You Become a Star, Too",/sNZZfpANsNaC0o5fd883k4OipR0.jpg,False,nova_zero_ocr,high,False,,no_es_poster
314364,Sakthi,/qVzs56c64BefTXP3B42hOdIdBJE.jpg,False,nova_zero_ocr,high,True,,es_poster
328091,The Eternal Present,/6jEaZw4QD24zGVgVULGacjkfiAo.jpg,False,nova_zero_ocr,high,False,,no_es_poster
317873,Adam,/6qV2WvZETYaikM5XK3O3hy89Mol.jpg,False,nova_zero_ocr,high,False,,es_poster
322436,Millennial Reincarnation,/7Rh2W5XfWoWM7cCrReTJESnnRq0.jpg,False,nova_zero_ocr,high,False,,no_es_poster
317712,The Legend of Sayo,/pDjqHUsqRkLF02G3duiwoDWC1vy.jpg,False,nova_zero_ocr,high,True,,es_poster
328141,I Am Your Grandma,/qcVudZ4HR3LSWgMWtNVzX0IqtBt.jpg,False,nova_zero_ocr,high,False,,no_es_poster
317578,Haplos,/pY4tLA251A07IB7SvqCdw74euwQ.jpg,False,nova_zero_ocr,high,True,,es_poster
333866,The Man Who Became Coffee,/pr909pMUZ0QiqWE0URPlu4WZH3z.jpg,False,nova_zero_ocr,high,False,,no_es_poster
328963,Shadow House,/rF1HlIJOwe7HhAgaWjGOmE7VQzr.jpg,False,nova_zero_ocr,high,False,,no_es_poster
337029,Frankenstein,/kzTvgsGFd7zpGbwDsA4p8Nkdzj9.jpg,True,ocr_text_present,,True,,es_poster
330291,T Is for Thread,/jbwNrScECFhcOPXG7x57W08CCvR.jpg,False,nova_zero_ocr,high,False,,no_es_poster
330163,Gorilla,/SFy5dcTFScwqeYm0blljzwk7lK.jpg,False,nova_zero_ocr,high,True,,es_poster
335650,Impurity,/tP4VOxHYOxc3zrgrx4sx08rfTvr.jpg,False,nova_zero_ocr,high,True,,es_poster
329134,Massu Engira Maasilamani,/qXJTn2ZMhrbs4TawcZfoI2Ifwws.jpg,False,nova_zero_ocr,high,True,,es_poster
330425,Kanchana 2,/oBaVzegjQza23C1XCOMfnQRhplw.jpg,False,nova_zero_ocr,high,True,,es_poster
336766,The Legend of the Scarecrow,/1d2lWRqNpVBi2I3ITEVesbmwRSY.jpg,True,ocr_text_present,,True,,es_poster
343886,Sweet Spirits of the Nighter,/8ONqbdOlbkW2oZQtuy4FMU0xBct.jpg,False,nova_zero_ocr,high,False,,no_es_poster
346364,It,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,False,nova_zero_ocr,high,True,,es_poster
312831,The Hallow,/sOT4KqFPlvxTeEwyHOcn8agJnsI.jpg,False,nova_zero_ocr,high,True,,es_poster
337085,Estranged,/rxzm5G9XDs3OJzXk3gadLJlpdGw.jpg,False,nova_zero_ocr,high,True,,es_poster
344161,Frankenstein,/nSo9KplymuAAFjAFA9MBZui0wAZ.jpg,False,nova_zero_ocr,high,False,,no_es_poster
346986,Feast Of Fools,/7HpFcjuC1nr51k4hbAxPbFbqqRU.jpg,False,nova_zero_ocr,high,False,,no_es_poster
355156,Chiruri,/mGOIkgHfbeYk8l545R9l5M5jAOz.jpg,False,nova_zero_ocr,high,False,,no_es_poster
361554,Don't Nag Me,/sjFm06lKqZvGjbioIZYersoPql5.jpg,False,nova_zero_ocr,high,False,,no_es_poster
354506,Pulse,/xtGQKAjMuXfFV3349b162PtXFqn.jpg,False,nova_zero_ocr,high,True,,es_poster
353484,La chevelure,/6ndujddk7q7j1IVuQKJVEMfBBpo.jpg,False,nova_zero_ocr,high,False,,no_es_poster
336048,The Biggest Meatball in the World,/dCFrA7SDBVlHqHGdVRM9HbG9TUu.jpg,False,nova_zero_ocr,high,False,,no_es_poster
361988,Bad Moon Rising,/r9b4XFYCRiDPW2D0DJqFfnHTZvk.jpg,False,nova_zero_ocr,high,False,,no_es_poster
336809,Sangdil,/4GZWh21t0NZ0BfV7wqOUshmT6xY.jpg,True,ocr_text_present,,True,,es_poster
361945,Sleepy Hollow,/yvOClUlXpruMN3E4yzjStYA7Eh7.jpg,False,nova_zero_ocr,high,False,,no_es_poster
370311,Fresh Acconci,/psVzg6jWFJJn9AStVi9YlMZjgFh.jpg,False,nova_zero_ocr,high,False,,no_es_poster
353127,Exit,/qLUuSOEtHpo2J4iPn8VjCfwalge.jpg,False,nova_zero_ocr,high,False,,no_es_poster
381283,mother!,/fjny9chXPx69ln1LMJxbwi5yHMt.jpg,True,ocr_text_present,,True,,es_poster
370808,Lesley the Pony Has an A+ Day!,/pCjzO9BLbqQMbNLtyhtrr4jI5t3.jpg,False,nova_zero_ocr,high,False,,no_es_poster
369819,Sowkarpettai,/iRAaS9lwt521WBwlV7oXKr3L4gH.jpg,False,nova_zero_ocr,high,False,,no_es_poster
369452,Squid Festival,/twvFyU9Agi4FeSqNYZK6cIFDcpc.jpg,False,nova_zero_ocr,high,False,,no_es_poster
370897,Whistle Stop,/up3Dca8ZiBr0FKbMv5r12nkCuvI.jpg,False,nova_zero_ocr,high,False,,es_poster
377787,The Present,/geYkFo1L3FnT3jYSiL89KOvykKZ.jpg,False,nova_zero_ocr,high,False,,no_es_poster
348125,Rodentia,/Ag93GJJKdsTosBFMfV0I9KqAaHR.jpg,False,nova_zero_ocr,high,False,,no_es_poster
352675,Pakalpooram,/1Mv9q2ZqHXxd7EuahuqTh323RBL.jpg,False,nova_zero_ocr,high,True,,es_poster
378020,Recluse,/7Of4oQqhgjeRGqsddVe2mXRPYqC.jpg,False,nova_zero_ocr,high,False,,no_es_poster
370067,Vidayutham,/vtDCedGTgCwaTxdEJUeXKwXuCHe.jpg,False,nova_zero_ocr,high,True,,es_poster
377409,Killer!,/A9CeJkOff220TcWuUx4fqVNt17s.jpg,False,nova_zero_ocr,high,True,,es_poster
376094,Doomed Disaster,/cZVIhol0xo1GbTb0OOhI2DXH46r.jpg,False,nova_zero_ocr,high,True,,es_poster
388994,Ayla,/9qJd7Fau4Ngw0XkyFjiAhFNDaeF.jpg,False,nova_zero_ocr,high,True,,es_poster
396550,Sickhouse,/p7L0A9rfnjNvpyA8mhGzAiTV1cl.jpg,True,ocr_text_present,,True,,es_poster
387063,NDA,/k5KxK5RSDW8cUIFwRYZoLqkXaZE.jpg,False,nova_zero_ocr,high,False,,no_es_poster
396493,Creep 2,/a0m7WciFnBqpcyH1Yi8i4tdvk0k.jpg,False,nova_zero_ocr,high,True,,es_poster
391529,Jajo,/2yvBa6TmLW7UiwW8WJjE3Ajh4oy.jpg,False,nova_zero_ocr,high,True,,es_poster
392193,Soccer Moms in Peril!,/sWAlGrKZ2yyH6zITuxKyoo6GZhK.jpg,False,nova_zero_ocr,high,False,,no_es_poster
387737,Maria's Stomach,/7ToJDpVAivomFZdO9J61ioFtf8g.jpg,False,nova_zero_ocr,high,True,,es_poster
382290,M・Y・F・A・C・E,/mZTQPrfjDBFiRCJOGAPSYRZdMjO.jpg,False,nova_zero_ocr,high,True,,es_poster
386396,Mondomanila: Institusyon ng Makata,/3YAEns4nRHJcUJQJKa3ahZPDjKc.jpg,False,nova_zero_ocr,high,False,,no_es_poster
392595,Shadow Man,/9ZqUzjeZC7o2d85GoffkbeKg3ga.jpg,False,nova_zero_ocr,high,False,,no_es_poster
392432,Endless,/t1lLx2HVnVrFsaPo490QXvYoQpa.jpg,False,nova_zero_ocr,medium,True,,es_poster
384197,Mochibei,/c0DiiUF910vJKXBIohd9HRzLV2p.jpg,False,nova_zero_ocr,high,False,,no_es_poster
392569,Aadupuliyattam,/tqu09JapP1T8Z5zzC1HgjfI1891.jpg,False,nova_zero_ocr,high,True,,es_poster
390674,Female Harakiri: Glorious Death,/fvwrnUvdek6YhtTqomxCfU6M5sS.jpg,False,nova_zero_ocr,high,True,,es_poster
398768,White Clothing: Harakiri,/kFIO2l5cfvNj1xsJymmOCUE5caQ.jpg,False,nova_zero_ocr,high,False,,es_poster
399118,Night People,/o7pscyTogn8Rob1mkF1FIHUgIz9.jpg,False,nova_zero_ocr,high,True,,es_poster
399701,Vampirisme,/zZtlVqIjKjW4QPQnKpoj3NBpJ9b.jpg,False,nova_zero_ocr,high,False,,no_es_poster
394860,Grimewave: Cockface III,/aAaxkwfBC5igTgdDpsRmQPGNFUm.jpg,False,nova_zero_ocr,high,True,,es_poster
396818,Visa to Hell,/5D35xFeHdHMboIpz5oU9FD1k9Pe.jpg,False,nova_zero_ocr,high,True,,es_poster
400342,Judgement Tavern,/kTIHerD1XTThNtxnSWZF8tsMiY1.jpg,False,nova_zero_ocr,high,False,,no_es_poster
401560,View,/uRQFpmeEnJucNBeYLHwgnFzdhVY.jpg,False,nova_zero_ocr,high,False,,no_es_poster
406591,Hunters' Sense of Touch,/9oOLiXuzGRWgBjaZ8W6yia5NIZw.jpg,True,ocr_text_present,,True,,es_poster
406275,The Last Fly,/lJNFZWf6zlGxWVnwSTSvr6MRBGI.jpg,False,nova_zero_ocr,high,False,,no_es_poster
412333,Mohini,/fFTbwRo3vYvewwMDEalgDJcx5F8.jpg,True,ocr_text_present,,True,,es_poster
383338,Escape,/5nPdp5LZMowrXqk2fQN2k3M4s8s.jpg,False,nova_zero_ocr,high,False,,no_es_poster
401714,The Carnivore,/49jTLhanVYdarFOyeYOTHeiQo2H.jpg,False,nova_zero_ocr,high,False,,no_es_poster
406269,Interrogation,/1xgFLH2biglCI4urZJPtIJ3Cinc.jpg,False,nova_zero_ocr,high,False,,no_es_poster
415175,The Scavengers,/6MzGKlFd9rH4rQ3aMz6PvMt5cOP.jpg,False,nova_zero_ocr,high,False,,no_es_poster
421197,Ghost of Nang Fa Thani,/tIcNLsWnbUMto2QLGtuM39gKXyK.jpg,True,ocr_text_present,,True,,es_poster
403654,Troublesome Night 13,/peifKhU3JkX81AgEm3QT6RpciOm.jpg,False,nova_zero_ocr,high,True,,es_poster
412102,Nenjam Marappathillai,/3hw8exDODhg55Gk046t4Igyr6dC.jpg,False,nova_zero_ocr,high,True,,es_poster
422947,Snow Woman,/x91e6wIHRZ5vJqHHYrdZfPg2Gs5.jpg,True,ocr_text_present,,True,,es_poster
409330,Is It You?,/jJyqSllv8MPwLvRb9ogNbVfCPhx.jpg,False,nova_zero_ocr,high,False,,no_es_poster
418939,The Eye's Dream,/29jWQqbENRCfGeo3iM5HPyQwbw7.jpg,False,nova_zero_ocr,high,True,,es_poster
413951,The Faceless Man,/43qo3fsxWYgP2iLQTRB0lPQ1CrX.jpg,False,nova_zero_ocr,high,True,,es_poster
402721,Lollipop,/nUKMjASrMD2MNtv679T04rZvigy.jpg,False,nova_zero_ocr,high,False,,es_poster
420674,BoF,/1kYK4jsnrYNtevOFxPLMYX76wAV.jpg,False,nova_zero_ocr,high,False,,no_es_poster
424650,Affection,/4O1zYrteiJbGCHfj8O7rU3hT694.jpg,False,nova_zero_ocr,high,False,,no_es_poster
422406,Red Account: My Bloody Angel,/siDy5KCYEVOHvqp9V247LE8jWhC.jpg,False,nova_zero_ocr,high,True,,es_poster
419391,Grýla,/fShfedc778N32It4aywkZMC6oyk.jpg,False,nova_zero_ocr,high,False,,no_es_poster
411279,Pretham,/gzjXkR4nxfNz0AWCJgS7lZ49nlP.jpg,False,nova_zero_ocr,high,True,,es_poster
423344,Eko Eko Azarak: R-Page,/ugUGssJKWkJJkuLBvFGqjL6kwWe.jpg,False,nova_zero_ocr,high,True,,es_poster
423870,Empire of Madness,/7mP5cB6T1k62gLu1B0QSE0G5Sa4.jpg,False,nova_zero_ocr,high,True,,es_poster
