id,title,poster_path,disagree_fields,human_blood_gore,human_violence,human_sexual_content
1464025,"Labyrinth of Roses",/sNaKBXD9JZFts7ga3BVNc1kRVvw.jpg,blood_gore|violence|sexual_content,no,no,si
1468846,"Species",/fDvZvNmLIwUcKKQ4Cfb6TmQJM7M.jpg,blood_gore|violence,si,no,
1478029,"Snake Woman",/nAiJpgPEa97Ipeil0begvxsTvjf.jpg,blood_gore|sexual_content,no,,no
1495253,"The Truth of Grimm Brothers' Fairy Tales",/a51I2Ta23EQW4RDcyVvsTb2tTrN.jpg,sexual_content,,,no
1510954,"Nuclear Death: Unalive in Texas",/4aEAno48uNhAByUbUiUjBQ9eeAh.jpg,blood_gore|violence,no,no,
1562012,"Inosculate",/6Kv8Mji4wNrGexXozSNWEXvvsZg.jpg,sexual_content,,,no
1568448,"Ghost Coast",/cGkNW8LnPJdbiBQ4GVPK0pjJ8kd.jpg,blood_gore|violence,si,no,
1601123,"Attrition",/tCmnqRa9AYORmRBmkB7oDcssQRG.jpg,sexual_content,,,si
1603066,"Ghost Festival in Zenjin Village",/6Te8Wo0e4BoqjjGdx0r9p8esBZ7.jpg,violence,,no,
1616669,"The Shed Part Two",/dlgQJXBCUCEQTKqBnEeYVqGdfEs.jpg,blood_gore|violence,no,si,
1639958,"Spiders on My Lashline",/qPab8yormBsJxU8LW9AVPU2dwCX.jpg,sexual_content,,,no
1651542,"McKenzie",/yMYgmt7PN8rF41iIBojv5wHDQAP.jpg,blood_gore|violence,no,no,
1655042,"Gakkou No Yuurei",/2eJ8hqjXrfHDwEO9KBmBLCSfiKL.jpg,sexual_content,,,no
1662415,"SEPTICEMIA",/kUBqVasrM6uaNvjto6ry0wm570O.jpg,blood_gore|violence|sexual_content,si,no,no
1678298,"The Waiter",/lcS3fDlIqQntdaV2XRcmGRt5huR.jpg,violence,,no,
1686347,"In Your Eye",/emgSsNIlBkCpTHKB56MKr69VASF.jpg,blood_gore,no,,
171367,"The Jar",/1mhXTLL1xJGaXl7kPv3LY6a09m3.jpg,blood_gore,no,,
1722702,"Devour",/3wTdJfHJCWdsIbRdupPFZTtFiv.jpg,blood_gore|violence|sexual_content,no,no,no
1730756,"Folk Mysteries Record (宋家镇怪谈)",/5oPj8CMOLyaRyLJmN0g4EeMWlcy.jpg,blood_gore|violence,no,no,
1730762,"SkinDeep",/gTZsP2XoenxTctbAnd31zAPW5J8.jpg,blood_gore|violence,no_seguro,no,
1733718,"Lethe",/b0md14ikOMJ8kgKX9jFr6m0hdKS.jpg,blood_gore,no,,
17874,"Laserblast",/jxv1Z0URENuWADDRwvRINUWUsP.jpg,violence,,no,
203009,"Blackwood Evil",/duJ88UxyhpAyLtTDnQHtF9ficeO.jpg,blood_gore,si,,
235348,"100 Years of Torture: The History",/ddduWzcMsftCbYIf9eF0rhQMVxe.jpg,violence,,si,
237449,"Four",/2iw8U9PmGhZgHM7tnSbDBNj67lb.jpg,violence,,no,
250417,"Clay",/fvMoDYJ3AxHS20J21eSoqKyQQdx.jpg,blood_gore|violence,no,no,
253477,"Torture Chamber",/o7TKEdXtGi3f1t5wtxAbIAEy3Fm.jpg,violence,,si,
256030,"Muck",/bPYH46Qtc85jeeicjAg4hyL8uC2.jpg,violence,,no,
26178,"Razorback",/227exUUzUWkCYOVoPxap5RaVmTM.jpg,blood_gore|violence,no,no,
265067,"Vampire",/ftpa0bibAwI0SJItIU2na8zLUow.jpg,sexual_content,,,no
266539,"Kamen Rider Amazon: The Movie",/3gTsjrb3CXubv1pZSEhubkbfBx.jpg,violence,,no,
269588,"Km 31-2",/UhihZIu4krs3TVIqoQevAha0ij.jpg,blood_gore|violence,no,no,
276488,"Let Us Prey",/7X5VhHwDaSLkrDoifRbfvGZJxFP.jpg,blood_gore,no,,
297160,"XX",/drcIFTEIBnWI4G3OQt6rXOI8hf4.jpg,sexual_content,,,no
31116,"Zaat",/g0kYZe6feiXQowaNsV6GBW5R5q0.jpg,blood_gore|violence|sexual_content,no,no,no
31232,"It!",/sBMFTviUDt6bm8LROkAWAvw1Ts5.jpg,blood_gore|violence|sexual_content,no,no,no
312831,"The Hallow",/sOT4KqFPlvxTeEwyHOcn8agJnsI.jpg,violence,,no,
337085,"Estranged",/rxzm5G9XDs3OJzXk3gadLJlpdGw.jpg,blood_gore,no,,
370067,"Vidayutham",/vtDCedGTgCwaTxdEJUeXKwXuCHe.jpg,violence,,no,
376094,"Doomed Disaster",/cZVIhol0xo1GbTb0OOhI2DXH46r.jpg,blood_gore|violence,no,no,
381283,"mother!",/fjny9chXPx69ln1LMJxbwi5yHMt.jpg,violence,,no,
387737,"Maria's Stomach",/7ToJDpVAivomFZdO9J61ioFtf8g.jpg,sexual_content,,,no
388994,"Ayla",/9qJd7Fau4Ngw0XkyFjiAhFNDaeF.jpg,sexual_content,,,no
394860,"Grimewave: Cockface III",/aAaxkwfBC5igTgdDpsRmQPGNFUm.jpg,sexual_content,,,no
396818,"Visa to Hell",/5D35xFeHdHMboIpz5oU9FD1k9Pe.jpg,violence,,no,
40351,"Sex Beyond the Grave",/eYMPaQKfo5IBAnKfwsGkCiUIyNA.jpg,blood_gore|violence|sexual_content,no,no,si
406591,"Hunters' Sense of Touch",/9oOLiXuzGRWgBjaZ8W6yia5NIZw.jpg,sexual_content,,,si
412333,"Mohini",/fFTbwRo3vYvewwMDEalgDJcx5F8.jpg,sexual_content,,,no
421197,"Ghost of Nang Fa Thani",/tIcNLsWnbUMto2QLGtuM39gKXyK.jpg,sexual_content,,,no
432916,"The Ghost Photo Club",/hOiErt8dojhS06jhhvvtz951glb.jpg,blood_gore|violence,no,no,
440444,"Piercing",/1iDIFMzYxY25X25KDeARA6VoDl3.jpg,blood_gore,no,,
448194,"Pyewacket",/3ET9MWmIx2ny2KP5mqY9ceb0WxF.jpg,blood_gore|violence,no,no,
464261,"Heaven and Hell",/dD0X5DMmZxqzsF8NsX8GWgiwaJJ.jpg,blood_gore|violence|sexual_content,no,no,no_seguro
464879,"Cabin 28",/crvqys951H0yVoPR38oSg6YAxSj.jpg,violence,,no,
478149,"GARO: Fang of God",/ouhNC5r3YUrV6bXzEkhMwWq5xcs.jpg,violence,,no,
47957,"Madman",/2pZxY7b22LicdcvWNMCyX8VseVG.jpg,violence,,no,
484499,"Keep Out of Danger",/7dP4lOh1iJCvjbOLdOjtfgDgTeA.jpg,blood_gore|violence|sexual_content,si,no,no
485789,"Bhaagamathie",/quGwnd4DjXOX25aLwuuRJJ5YmlS.jpg,blood_gore|violence|sexual_content,no,no,no
48636,"Nekromantik 2",/q1CtldLFgg4kRP81o0mY9f42ubJ.jpg,sexual_content,,,si
494445,"Bloodrape",/lVe6ULe2WmWAjfpUMgYuDc7U5WK.jpg,blood_gore|violence|sexual_content,si,si,si
498062,"Luz",/5xLen4n8FYYjW2HhBG2rtvFMUZw.jpg,sexual_content,,,no
506952,"Raydon",/aDDBehNiRIlv124ZVn2h7fQWbfv.jpg,violence,,no,
526677,"The Rope Maiden",/hKph3O2MNvqeKyLLIvxtIc4KixR.jpg,violence|sexual_content,,si,si
526783,"I Will Never Forgive",/pXzRSkDrJLql4CoY1fveT3XXi5E.jpg,blood_gore|violence,no,si,
527132,"Chumbo",/sUzdqgPvQHKQ9J2nEDpph69EAh7.jpg,blood_gore|violence,no,no,
529087,"Taoist from the Mountains",/fuTcGTFROFC5PRoSRR7i2plpXDq.jpg,blood_gore|violence,no,no,
534161,"Dan xiao bie kan",/djjFVjhpwG2KWWjzANroq3gij1M.jpg,sexual_content,,,no_seguro
53459,"F",/pVIEx8sru5F6NErffwVxs815VYY.jpg,blood_gore|violence,no,no,
542580,"Investigation 13",/ziYgvakhHQEaOV1w75hISCqQ4T8.jpg,violence,,no,
565481,"The Decayed",/fhbWieHqggsLR0oX34vBopXBoqo.jpg,violence,,no,
57961,"Slashers",/7NcCGeHLz0iRidiOo109Hww24YP.jpg,blood_gore|violence,no,no,
584682,"Daydream",/yfAhpoqAgKaUCLktsC6KP8LT9ra.jpg,sexual_content,,,si
609323,"Kawarasaki Family",/o1sE22CVaFqJ0j2aXuAoK10E0XB.jpg,blood_gore|sexual_content,si,,si
611636,"Stucco",/4rIihYUWOjbwfSVIg516IUyjlto.jpg,blood_gore|violence,no,no,
622488,"Gegege no Kitaro: The Great Yokai War",/A8J2m5C3j75GXojIQIyt856gEnb.jpg,violence,,no,
639495,"Chloroformed",/75Pk75sYEUDd7QhbDd9iOTtHJCC.jpg,sexual_content,,,si
649274,"The Blood Alligator",/eyqsHzWxY2HhnaxW6xMfQPkLusV.jpg,violence,,no,
666771,"Him",/jlLbtVyRQ0UOdmgkzf83IDNfY8Q.jpg,blood_gore,no,,
689918,"Cursed One-Piece",/sl0q9bgHdjdv2roFB1nBHCJZpXQ.jpg,sexual_content,,,no
713504,"Blind Date",/xbAP8ks4eA10SmbCjT5DeGH7fGL.jpg,blood_gore|violence,no,no,
741808,"The Truth of Grimm Brother's Fairy Tales",/8isSyTQpiCRxpcz1IYSIVVCHQu4.jpg,sexual_content,,,no
742948,"Pieces of Me",/ruEzVW4ftPw7R0VNm9BRd5cOcGs.jpg,blood_gore|violence,si,no,
752819,"Blood Bath",/nfXhiwdE6gpijULLgTR4u6dSxQD.jpg,violence,,no,
771390,"Macabre Night",/jJMZjnP26Ih8eeC4oP4RgmY2IFF.jpg,violence,,no,
790257,"Horror News",/eZz7MlJcrDPeaN13dMKacJzSllc.jpg,blood_gore|violence,no,no,
835786,"Giant Spider",/5ApvzOzDQHMvrp59tOiCF2yLh7d.jpg,violence,,no,
838474,"Hitam",/wewJ3Sn8TlkUYYKxdGUtTZPFGK6.jpg,violence|sexual_content,,no,no
842120,"The Rotting Woman",/mth032cQuE9QWWWUwJP3owBPCOe.jpg,blood_gore|violence,no,no,
843898,"She Came from the Woods",/89uBJh6y1AQ7KE7bDO2u2mTU6N.jpg,blood_gore|violence,no,no,
845831,"He Rang",/yqVOmdUMtMP5NRIFan3zi11OMdu.jpg,blood_gore|violence,no,no,
846867,"Mad God",/sEULzxEZvrJvhz91wKxpbih25Sk.jpg,blood_gore|violence,no,no,
850127,"GH5",/pXdHMArcXBc4HVLZUikDXc87jJ4.jpg,blood_gore|violence,no,no,
85198,"Frightmare",/joQ36TBtUfMlQilc44gcRiY5Nqv.jpg,blood_gore|violence,no,no,
854328,"Psychic Voyeur Video Cursed Appreciation Party",/7Ex0BaPJUyF70plvCCblJyeXyxQ.jpg,blood_gore|violence,si,si,
860458,"Overnight. Friday",/8RnZYYKFnzY9VQzffnEP2tQj4cU.jpg,blood_gore|violence|sexual_content,si,si,no
877255,"Big Shark",/wdWT2afyMus9NGG1ac342Tj4ilT.jpg,blood_gore|violence,no,no,
877832,"Pei Mama",/eKNMCvfctokzqYhjIS9TBVJi3dp.jpg,blood_gore|violence,no,no,
911708,"Star of David",/xu3kj2gec0jA7VNjv627dgUMVkw.jpg,violence|sexual_content,,no,no
945423,"Induvadana",/eyYNrfyMQZcp8s49QE34gfVTztc.jpg,sexual_content,,,si
94545,"The Bushwhacker",/fO6eXDta3pHMxm5iF8gjt56xVkZ.jpg,sexual_content,,,no
945920,"Six",/sBpdOqydGdnMKZ22vi4UBRchWX8.jpg,violence,,no,
950950,"Shennong Savage",/cELpKa5rVRCFC2CXsqlaGag5bMx.jpg,violence,,no,
952280,"Kalo Chhaya",/dNaShBAlBbvdgSvjdJLoRWNH2im.jpg,violence,,no,
99263,"Schizophreniac: The Whore Mangler",/xVvIFcx8Q1tqBeN3sUTsllj96oN.jpg,violence,,no,
