id,title,current_file_path,current_overlap,current_fuzzy,best_file_path,best_overlap,best_fuzzy,gain_overlap,gain_fuzzy,n_variants,propose,reason
47431,To Make a Killing,/3V9jxF3ZHE3KLSyU6QytBo4NPaE.jpg,0.0,0.1905,/1qQ3tiBTDTLSMzEk0X6NVfdacoL.jpg,1.0,1.0,1.0,0.8095,4,1,overlap_gain
48808,Closet Space,/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,0.0,0.2222,/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,0.0,0.2222,0.0,0.0,1,0,no
50604,Dark Woods,/5KjHJKWsfwssN1YCPo7u4Tl4l2x.jpg,0.0,0.2857,/5KjHJKWsfwssN1YCPo7u4Tl4l2x.jpg,0.0,0.2857,0.0,0.0,1,0,no
51176,Hellborn,/u5VdDoyXLuMSA193Jalh03FfrD3.jpg,0.0,0.24,/j67a01b7pSRKD5JMDBzqUYaOLj2.jpg,1.0,1.0,1.0,0.76,4,1,overlap_gain
56383,"Lisa, Lisa",/fj2PR0EnAakr9F0VhUe2uwESmII.jpg,0.0,0.3448,/rV6Irmd9RD0HZXhD7H8ucZceo3V.jpg,1.0,1.0,1.0,0.6552,5,1,overlap_gain
58796,Canes,/9tq55sjFuJ2NNt0IPrigFKSJ0u6.jpg,0.0,0.375,/5xCEKaeX0TBNDmXqFlJHA1kKYPG.jpg,0.0,0.375,0.0,0.0,4,0,no
64623,Vendetta,/zdH82Fvty1AzjgS0s33q70Hrflj.jpg,0.0,0.25,/3kL2yacKNzPZ6IrxFI8dHJqu6lx.jpg,1.0,1.0,1.0,0.75,1,1,overlap_gain
69117,Unseen Evil 2,/p13XVpFphqj2Dc92ZRUeYdKBWAf.jpg,0.0,0.2,/p13XVpFphqj2Dc92ZRUeYdKBWAf.jpg,0.0,0.2,0.0,0.0,1,0,no
69142,The Wrath,/i58d2YSlyrN8yWjncS3UQEqZSCm.jpg,0.0,0.5,/ciVxIxEBWr14uNl5nLbjKux8QSj.jpg,0.0,0.5,0.0,0.0,4,0,no
71234,Greed,/iMraYCxCyB4s0IwlLkPtxrbSt2v.jpg,0.0,0.25,/iMraYCxCyB4s0IwlLkPtxrbSt2v.jpg,0.0,0.25,0.0,0.0,1,0,no
72654,Parents,/lRsB3AeYdbT3LhEGnIr8GF2rhx0.jpg,0.0,0.4,/6cSYVV21o7T1iMclovdKqnLqy2d.jpg,1.0,1.0,1.0,0.6,2,1,overlap_gain
74650,Fantasmi,/vKMfMV1vPsRTiM4YQk603rMTdMh.jpg,0.0,0.32,/8ykbl5Ax5LRg5UjJu2vlmngXjmg.jpg,0.0,0.875,0.0,0.555,2,0,no
76659,Beautiful Swordswomen: Double Seppuku,/bLXl3iBAUoDAVK7z3m8kXd7AAye.jpg,0.0,0.1463,/bLXl3iBAUoDAVK7z3m8kXd7AAye.jpg,0.0,0.1463,0.0,0.0,2,0,no
80528,The Darkening,/wicP7cM37z3uhNdV5SwoPBZfib6.jpg,0.5,0.5,/wicP7cM37z3uhNdV5SwoPBZfib6.jpg,0.5,0.5,0.0,0.0,1,0,no
81489,Carnivorous,/uJw5Tb7oCoBoalWKfvTxwt9zVZE.jpg,0.0,0.24,/uJw5Tb7oCoBoalWKfvTxwt9zVZE.jpg,0.0,0.24,0.0,0.0,1,0,no
82972,Curio,/fLD3a9bc24ioDcPb2VVwat9HO00.jpg,0.0,0.1538,/pFupZQWYGKBaMg9dZhcfj88BZ4A.jpg,1.0,1.0,1.0,0.8462,2,1,overlap_gain
83833,Nostrum,/y33jBhkZAX8hw5WYwze44WCT2CE.jpg,0.0,0.2353,/y33jBhkZAX8hw5WYwze44WCT2CE.jpg,0.0,0.2353,0.0,0.0,1,0,no
84233,Don't Hang Up,/1vVhbo2yoVdoxIdkQWPifQtYfaN.jpg,0.3333,0.4,/fccbAyx3DcSHwlR6iwEfwVFhvyD.jpg,1.0,1.0,0.6667,0.6,5,1,overlap_gain
92312,Django the Bastard,/lM9kTdGGSOTkSIHLbXX0SeZRQGr.jpg,0.3333,0.3429,/mEgACOh9FGP9g9XoAp8T4kYVK96.jpg,1.0,1.0,0.6667,0.6571,5,1,overlap_gain
95008,Scream... and Die!,/34LrQxQMDUboPHwEuy2lTL6R8BQ.jpg,0.0,0.375,/lASZNs0GbkObV1ErUhzwgfIpNj9.jpg,1.0,1.0,1.0,0.625,5,1,overlap_gain
100467,The Hand That Feeds the Dead,/xoE8nwmet7eQMQRTZ2rRJQmMJ86.jpg,0.0,0.2759,/wijtfpys0hHRi9ZGSYh7T3aJxCt.jpg,1.0,1.0,1.0,0.7241,2,1,overlap_gain
101730,Henge,/6lWQjl6cQwBT8lF0a5g52S6n2lb.jpg,0.0,0.1111,/g1273UI7b05AxfIifNoW17oX5cf.jpg,1.0,1.0,1.0,0.8889,2,1,overlap_gain
102762,Awakening,/jUvlPAF8vCYtkmpus3LvwsQGwwd.jpg,0.0,0.3636,/jUvlPAF8vCYtkmpus3LvwsQGwwd.jpg,0.0,0.3636,0.0,0.0,1,0,no
109703,Cadaver Bay,/nzADzqDkgkilCPaQf1sNsR4X2cB.jpg,0.0,0.125,/nzADzqDkgkilCPaQf1sNsR4X2cB.jpg,0.0,0.125,0.0,0.0,1,0,no
109707,Flora,/jgofwLTLMVt2Xp4aPSqly7Nnmm6.jpg,0.0,0.2105,/mgHbHHaclA8YfPvQBi6wRb8q1EY.jpg,1.0,1.0,1.0,0.7895,5,1,overlap_gain
110772,Stille Nacht IV: Can't Go Wrong Without You,/cgQCJZaVoeCkdt13eh9ot8acZqd.jpg,0.0,0.2308,/1CHe4IOSHYoZzb7oV7eh4lVUH1x.jpg,0.375,0.5532,0.375,0.3224,3,1,fuzzy_gain
122742,El asesino del parking,/gEi29ztmZ5G8qvDn5MdYwYd4tpC.jpg,0.0,0.0741,/gEi29ztmZ5G8qvDn5MdYwYd4tpC.jpg,0.0,0.0741,0.0,0.0,1,0,no
124046,B.O.R.N.,/trUBdVKkA3K2G1czud2hejVlYGl.jpg,0.0,0.1,/eP4EzCF17EEerXMQGCPlqHtdYAV.jpg,0.0,1.0,0.0,0.9,2,0,no
125294,Rough Draft,/eYgvetyNQK3paZqZ1UvPjbvRuHy.jpg,0.0,0.2667,/w46brjapQYaZon6GHtiVeehmJ4T.jpg,1.0,1.0,1.0,0.7333,2,1,overlap_gain
128655,Haunted High,/vvBldMlCmq7WDI6eoWIHSAe1JfE.jpg,0.0,0.1905,/ajyIf0vd4yxtC8l1bbwIbi16BKm.jpg,0.0,0.1905,0.0,0.0,3,0,no
131575,Fear Has 1000 Eyes,/z3lzHWlGRs5pD3qgDlIDtFAMojH.jpg,0.0,0.2703,/vwz6fTY8YFkouYjeTMJY9l4pEwq.jpg,0.75,1.0,0.75,0.7297,2,1,overlap_gain
131815,The Sea Serpent,/u04cvzPQTmz60zxTbXFCgPH3ncO.jpg,0.0,0.2222,/u04cvzPQTmz60zxTbXFCgPH3ncO.jpg,0.0,0.2222,0.0,0.0,1,0,no
135973,Pennhurst,/mFjoBkzeDbBmxM8jVfYcHOmmIac.jpg,0.0,0.2609,/mFjoBkzeDbBmxM8jVfYcHOmmIac.jpg,0.0,0.2609,0.0,0.0,2,0,no
144839,Evil Stalks This House,/e79AoyQhHzuzFR4yPY5ewQqhAFp.jpg,0.0,0.5,/62F7aEOKyqmfkDtG4fN9YZasGsY.jpg,1.0,1.0,1.0,0.5,2,1,overlap_gain
144909,Charm,/pS9d7Qz5IjbOzJr1XJPNhuaUm4r.jpg,0.0,0.08,/pS9d7Qz5IjbOzJr1XJPNhuaUm4r.jpg,0.0,0.08,0.0,0.0,1,0,no
163543,Shelf Life,/mCwnXpiPIyCMeWnIGVzsdRs6PqW.jpg,0.0,0.2353,/75jaF5REzdTuGUTs4fZoNkk0iHZ.jpg,1.0,1.0,1.0,0.7647,2,1,overlap_gain
164423,Ghost of the Needle,/1LS2hvSXLx7T8CWUgpcUwwBHC46.jpg,0.0,0.1739,/1LS2hvSXLx7T8CWUgpcUwwBHC46.jpg,0.0,0.1739,0.0,0.0,1,0,no
192252,The Princess and Toxicant,/lGlYpE4BX691WjjvoKCSFtspKg7.jpg,0.0,0.3636,/es37DEHY8Kx6SxXZrwGdhnKvVLe.jpg,0.0,0.0667,0.0,-0.2969,1,0,no
192573,Zapatlela,/r7lWqWPUXJ3gqjNQubgaOCSI0tR.jpg,0.0,0.2759,/w4GMCJhPbrJN681t6UiaoQgsxo7.jpg,1.0,1.0,1.0,0.7241,1,1,overlap_gain
200377,The Evolution of Snuff,/8o6H3httwOtAWQPOIXHm9qUKKbd.jpg,0.25,0.3111,/8o6H3httwOtAWQPOIXHm9qUKKbd.jpg,0.25,0.3111,0.0,0.0,1,0,no
200672,Torro. Torro. Torro!,/3sCzrtgWaimNKVXk9FHRPx0Q2I4.jpg,0.0,0.1818,/3sCzrtgWaimNKVXk9FHRPx0Q2I4.jpg,0.0,0.087,0.0,-0.0948,1,0,no
200803,Altered Species,/1ki6TnBxlKG81ZbaXvaxEa7BXcK.jpg,0.0,0.0952,/18zduK9buWIrOjTaZeE5xc91uUE.jpg,1.0,1.0,1.0,0.9048,3,1,overlap_gain
204611,The McPherson Tape,/Ap6zknBoIHaioieVfOLd5qaWd4X.jpg,0.0,0.2143,/7HT0pnqdIejrjciSnYDvVGL4rXB.jpg,1.0,1.0,1.0,0.7857,5,1,overlap_gain
208703,Rufus,/aL7Lqv1iyZ6HAulWDjJvhwJNeIA.jpg,0.0,0.1818,/4HaHva32h3bZ7UfbQmOhzbGJ0Gb.jpg,1.0,1.0,1.0,0.8182,4,1,overlap_gain
210587,Yellow,/3olg9GQuC7xtym6H1gEVHznm8ee.jpg,0.0,0.25,/3olg9GQuC7xtym6H1gEVHznm8ee.jpg,0.0,0.25,0.0,0.0,2,0,no
210734,Battlefield Death Tales,/z453yQUIEXI5mG695ZfeEMkDZnx.jpg,0.0,0.2162,/z453yQUIEXI5mG695ZfeEMkDZnx.jpg,0.0,0.2162,0.0,0.0,1,0,no
214680,Convergence,/b15UobERIODyWwjuIGVRKLBLBkO.jpg,0.0,0.2727,/b15UobERIODyWwjuIGVRKLBLBkO.jpg,0.0,0.2727,0.0,0.0,1,0,no
215280,Billy Badd,/zJwP5epnNOuna569g2fI9QZeeJ1.jpg,0.0,0.1,/zJwP5epnNOuna569g2fI9QZeeJ1.jpg,0.0,0.1,0.0,0.0,1,0,no
216139,Burned at the Stake,/qmMaHJxlcOG7ZByHbO3DPR2KUVD.jpg,0.25,0.24,/3Bf7YXI9d8cCjMznG71lN62tmqQ.jpg,0.25,0.24,0.0,0.0,5,0,no
217903,El virus del poder,/piCRFtp2MdmL1UgCCkVM6I6AEK1.jpg,0.25,0.3243,/wnx0OxIJiWfChDJ2GuGsKqk4RWS.jpg,1.0,1.0,0.75,0.6757,1,1,overlap_gain
219961,Sonata,/A1C6UkDJudXNeTRjB33J9iJASQg.jpg,0.0,0.2,/A1C6UkDJudXNeTRjB33J9iJASQg.jpg,0.0,0.2,0.0,0.0,1,0,no
223281,The Unspeakable,/ApCMWR2jg45lZTGMjN2JIpIwePj.jpg,0.0,0.2759,/k3QdOgPjhJsjbd4xjM96gGzPcxr.jpg,1.0,1.0,1.0,0.7241,2,1,overlap_gain
223344,Maxie,/b8oVCFTxDwF2m5CQwgqzdpppkIp.jpg,0.0,0.125,/b8oVCFTxDwF2m5CQwgqzdpppkIp.jpg,0.0,0.125,0.0,0.0,1,0,no
226023,The Men Who Fell,/qUnmfvrrmn1BFcc7KkXyzwwRrHi.jpg,0.0,0.3125,/qUnmfvrrmn1BFcc7KkXyzwwRrHi.jpg,0.0,0.3125,0.0,0.0,1,0,no
227433,Hong-Do Mirror,/tFyHHxAMmwA76jTb9YRQoocFRmw.jpg,0.0,0.375,/kOUieBvzEb10n6nFA4HjfZ6WZag.jpg,0.0,0.375,0.0,0.0,2,0,no
244305,The Ice House,/tnaaNtJ6x9Es6nErSIoK9Y5izI2.jpg,0.3333,0.4167,/x0SzhzlHaOL0oJXo0NkXjPpF9aN.jpg,1.0,1.0,0.6667,0.5833,2,1,overlap_gain
250788,Savage Encounter,/fyHhjGJkTYCIIoRFM1v0YvuW50Q.jpg,0.0,0.1667,/4Y2Kmg6NLLy4KX9egc5D4Zb2O5I.jpg,1.0,1.0,1.0,0.8333,2,1,overlap_gain
251526,The Mutagen,/ezpSbTs0epele0tkVKSRkhS7mco.jpg,0.0,0.2609,/ezpSbTs0epele0tkVKSRkhS7mco.jpg,0.0,0.2609,0.0,0.0,1,0,no
254701,The Mask of Love,/laWI93XRbbI2qEnAFPETLUkNwD5.jpg,0.0,0.0,/laWI93XRbbI2qEnAFPETLUkNwD5.jpg,0.0,0.0,0.0,0.0,1,0,no
257275,The Night Comes Too Soon,/5cbhJNkBnonH6qJQgMDyc2qf0Eb.jpg,0.2,0.5854,/5cbhJNkBnonH6qJQgMDyc2qf0Eb.jpg,0.2,0.5854,0.0,0.0,3,0,no
258726,The Game,/cdyvTnRAOxVbQfRtV7pT6rhzHkK.jpg,0.0,0.3158,/4i7VaKbVaZImYmokFSD05KQTo1v.jpg,0.0,0.3158,0.0,0.0,3,0,no
259828,Bloodless,/474HmunD3keIwtapMuRdTKB2pPF.jpg,0.0,0.2353,/474HmunD3keIwtapMuRdTKB2pPF.jpg,0.0,0.2353,0.0,0.0,1,0,no
260824,Under Surveillance,/kdgMFG1sY3oXPDoYelHCgKa8qqP.jpg,0.0,0.2143,/kdgMFG1sY3oXPDoYelHCgKa8qqP.jpg,0.0,0.2143,0.0,0.0,1,0,no
262919,Catacombs,/jaMF5hgc9U11vrbVEdFmsHA2nVJ.jpg,0.0,0.2,/4XCKGjc7prSSij4WmV5pKkmwfRe.jpg,0.0,0.2,0.0,0.0,4,0,no
265321,A Shred Of Mist,/1cy71eeNjdhbTZSVkOa24fsAHyQ.jpg,0.0,0.0833,/1cy71eeNjdhbTZSVkOa24fsAHyQ.jpg,0.0,0.0833,0.0,0.0,1,0,no
272100,Supernatural,/u56mJuKMXK9adQYv1PxZlo8r1mi.jpg,0.0,0.3529,/53KU5vgHQtjh5xwFqbRmDUVZYqj.jpg,1.0,1.0,1.0,0.6471,5,1,overlap_gain
273418,Killer Dead,/mYuEWRvrxGKHGPzdxXY00rGRJHC.jpg,0.0,0.1818,/mYuEWRvrxGKHGPzdxXY00rGRJHC.jpg,0.0,0.1818,0.0,0.0,1,0,no
275203,Locked in a Room,/jdlC72Q6uD5ZaowkxUYpjxYwaKp.jpg,0.0,0.32,/qCVl8zow8BuYhPrIeXExTnGE7pm.jpg,1.0,1.0,1.0,0.68,2,1,overlap_gain
276692,Natural Selection,/kmK64pGj3qJov5PHzA5wlcy1KNG.jpg,0.0,0.6667,/kmK64pGj3qJov5PHzA5wlcy1KNG.jpg,0.0,0.6667,0.0,0.0,1,0,no
277506,Invicta,/kaGpoLrYh8EOVu16zJA7iiwXSPw.jpg,0.0,0.3529,/kaGpoLrYh8EOVu16zJA7iiwXSPw.jpg,0.0,0.3529,0.0,0.0,1,0,no
280928,A Chilling Cosplay,/o9ROr30gNeL8dRWZSMwyvR9SWw7.jpg,0.0,0.0769,/o9ROr30gNeL8dRWZSMwyvR9SWw7.jpg,0.0,0.0769,0.0,0.0,1,0,no
286681,Vayanadan Thampan,/boYm1heIyLu0p2E335z3DPiNc49.jpg,0.0,0.3571,/342UTLrU2GF2gCkDGfBKbj5R6Hn.jpg,1.0,1.0,1.0,0.6429,1,1,overlap_gain
289476,Kill Me Tomorrow,/dnLLx5mJ536VEH6YgnFUNAlyJiP.jpg,0.0,0.2105,/dnLLx5mJ536VEH6YgnFUNAlyJiP.jpg,0.0,0.2105,0.0,0.0,1,0,no
290696,Dysmorphia,/eUvwLaOeMRdau1UNdGCB2Jngpyz.jpg,0.0,0.1818,/2ljxAHBIQKNBgSuLGamPwPKGYBU.jpg,1.0,1.0,1.0,0.8182,5,1,overlap_gain
290732,VIViD,/rRe20MjzhWKVBZMUolgpkEiq4ym.jpg,0.0,0.1333,/VirWpx8UbFlKk2LuUIPJrCcBbn.jpg,1.0,1.0,1.0,0.8667,5,1,overlap_gain
292227,Night is the Time For Killing,/mqkxympXKa2gsHfQ6KCRPY8Ts92.jpg,0.1667,0.24,/jGdLkoAHk3gZgUWziYAY39FZNmo.jpg,0.1667,0.4,0.0,0.16,2,0,no
294488,Maniac Too!,/uwWcnJvOi3e6y3n1kv6pt0GP9lQ.jpg,0.0,0.2857,/uwWcnJvOi3e6y3n1kv6pt0GP9lQ.jpg,0.0,0.2857,0.0,0.0,1,0,no
300817,Graves & Bones,/gA2YuVt24Hfm0ihFMC1hcmcIBjj.jpg,0.0,0.0,/cXnLR3frbI1ZrEuy2j7Ub7xic0.jpg,1.0,1.0,1.0,1.0,1,1,overlap_gain
302038,An Erotic Tale of Ms. Dracula,/rrZ4NBhe9auBM4FB02t51koz4Xq.jpg,0.3333,0.5714,/fGfx64kW8Nf4yoav4xUZVTxlVUu.jpg,1.0,1.0,0.6667,0.4286,3,1,overlap_gain
302512,Awaken the Devil,/uducCd6iOb5eBaQm18ouZ6aRlmM.jpg,0.0,0.4286,/uducCd6iOb5eBaQm18ouZ6aRlmM.jpg,0.0,0.4286,0.0,0.0,1,0,no
303898,Cut Throat,/xNnmuiypUYphkSQRXWAeKDBGfNl.jpg,0.0,0.2667,/xtxOdFj4yUZdGMYaTNHaA7VOEaT.jpg,1.0,1.0,1.0,0.7333,4,1,overlap_gain
308135,Cryptid,/wSODkEM8hm952IXZI73mwBVdJmL.jpg,0.0,0.375,/wSODkEM8hm952IXZI73mwBVdJmL.jpg,0.0,0.375,0.0,0.0,1,0,no
308421,Somebody's There,/7jV3PYF3sQ2CVRDsIlpUdtNsUUg.jpg,0.0,0.3333,/7jV3PYF3sQ2CVRDsIlpUdtNsUUg.jpg,0.0,0.3333,0.0,0.0,1,0,no
309063,The Ouija Experiment 2: Theatre of Death,/o3VMaDXxXc8VwvvX82sd418HCcx.jpg,0.3333,0.4151,/oqOvK0nyUCA32qp4xsNONzgMKkR.jpg,0.5,0.7308,0.1667,0.3157,3,1,fuzzy_gain
321768,Captive,/fJByYakjLIt9X2pQJtRDqStkMmQ.jpg,0.0,0.3158,/Amqdt4zL6wt5StJNxR4blfyMFu8.jpg,1.0,1.0,1.0,0.6842,2,1,overlap_gain
322858,The Third Sex,/snzSFKPWUMFONxYbhivnDkEXnIO.jpg,0.0,0.2581,/snzSFKPWUMFONxYbhivnDkEXnIO.jpg,0.0,0.2581,0.0,0.0,1,0,no
328939,Cheerleader Camp 2 the Death,/pfvC8rWfo2disdbV6PpdEAwSCm4.jpg,0.0,0.2727,/ka2rXpuvPURcLmc0pYLIXOI63pY.jpg,1.0,1.0,1.0,0.7273,5,1,overlap_gain
332689,Playing with Dolls,/3ZkvAVrjhaYgdf0T1e8Hcqq3AQE.jpg,0.0,0.16,/9mTZw5FG99Qnb6KeSZ6clSJ73wm.jpg,1.0,1.0,1.0,0.84,5,1,overlap_gain
336107,Meat the Jones,/rOVg9nIwjwcfNqEdGrfN331D8XT.jpg,0.3333,0.5,/rOVg9nIwjwcfNqEdGrfN331D8XT.jpg,0.3333,0.5,0.0,0.0,2,0,no
347438,Kamara Kattu,/jOrmemeTahRUISXsif2eq4LJUAB.jpg,1.0,1.0,/jOrmemeTahRUISXsif2eq4LJUAB.jpg,1.0,1.0,0.0,0.0,1,0,no
347855,Curtain,/qVoBlKoBg4xfnBP6lIuozzQPAsi.jpg,0.0,0.2353,/qVoBlKoBg4xfnBP6lIuozzQPAsi.jpg,0.0,0.2353,0.0,0.0,1,0,no
359056,Primordial,/bwXwUdpBsB5rav8ij0cMDsjppNx.jpg,0.0,0.24,/2QKQUDFtL50Cj9IwUu6HnPr7NAU.jpg,1.0,1.0,1.0,0.76,4,1,overlap_gain
362807,Paranoid,/cM7MXLsK2wCBPOaS0Kx4lGF3GwO.jpg,0.0,0.2222,/cM7MXLsK2wCBPOaS0Kx4lGF3GwO.jpg,0.0,0.2222,0.0,0.0,1,0,no
366071,Enchiridion,/g4vuzLgXCsQkv81NSuIZGtj3msf.jpg,0.0,0.2581,/g4vuzLgXCsQkv81NSuIZGtj3msf.jpg,0.0,0.2581,0.0,0.0,1,0,no
373027,Geheimnisvolle Freundinnen,/74f7Rw352pLOy5SINVfZ77HnfTy.jpg,0.0,0.1905,/fRSAhijgMYl8xnYgfEuvkVicVx2.jpg,1.0,1.0,1.0,0.8095,1,1,overlap_gain
379100,M is for Merry Christmas,/dQED4TeHOkZ5MXV7ipMRkqkssYO.jpg,0.0,0.2353,/2UyzD2h6buxQeYGcmOZS1RfyXFS.jpg,0.0,0.2353,0.0,0.0,2,0,no
382052,Not Alone,/6WJGrYga0zshLeu5QkZ5r4EJadm.jpg,0.0,0.3333,/6WJGrYga0zshLeu5QkZ5r4EJadm.jpg,0.0,0.3333,0.0,0.0,2,0,no
385378,Gemini,/bzqJHC48CWmGEJ0CemZ2co9jNSx.jpg,0.0,0.2222,/7evAzh0JTESI6xlvXx4LW1kimwt.jpg,0.0,0.2222,0.0,0.0,2,0,no
392051,The Damned Thing,/sBFrsu3rkozZvJTdJMwtbCr0VM2.jpg,0.0,0.2609,/vbvnKjnH4uDvYcnhe9yb6BOnAXd.jpg,1.0,1.0,1.0,0.7391,2,1,overlap_gain
398656,Possessed,/yPE1T5O4COQ9nN2iHVLsPctzYqf.jpg,1.0,1.0,/yPE1T5O4COQ9nN2iHVLsPctzYqf.jpg,1.0,1.0,0.0,0.0,1,0,no
404206,The Music of Jo Hyeja,/1aL2kLtwpFHN59Y5jtE3Yn4gT7D.jpg,0.0,0.2535,/1aL2kLtwpFHN59Y5jtE3Yn4gT7D.jpg,0.0,0.2535,0.0,0.0,1,0,no
404713,Downhill,/4tEdLXx2lW3w8SBnsgRyLIwqF0l.jpg,0.0,0.4444,/mhEzwO6HbYwifOoqe5NUIx2YmAT.jpg,1.0,1.0,1.0,0.5556,1,1,overlap_gain
406582,Delirium,/pTRhNMh7ndYFVfG4Qhjqgu7WDqb.jpg,0.0,0.1538,/pTRhNMh7ndYFVfG4Qhjqgu7WDqb.jpg,0.0,0.1538,0.0,0.0,1,0,no
412471,Dark Silence,/pBP8eWb66SGbWtDMAMYghrqrJId.jpg,0.0,0.3478,/pnZDyaoo9OSm2tAHMqf03z9YNWz.jpg,1.0,1.0,1.0,0.6522,4,1,overlap_gain
412998,Mo,/cY71cdcxk3GWIFrRDnEkUt9ysX6.jpg,0.0,0.4,/cY71cdcxk3GWIFrRDnEkUt9ysX6.jpg,0.0,0.4,0.0,0.0,1,0,no
415852,Blood Church,/zlIa027GbOplbDef65B8dqRKowy.jpg,0.0,0.2667,/luXFqlhYSqsF7nihfEd3Uw4olf7.jpg,0.0,0.2667,0.0,0.0,5,0,no
417180,Vacant House,/ewu8e5WyLE91426VmqgQaoePlRI.jpg,0.0,0.2703,/jNwRbjsHBDDaYqUOqYUMogRx86R.jpg,1.0,1.0,1.0,0.7297,2,1,overlap_gain
421490,Tall Men,/7UIPssW5B21uBAtQ2mojAJpm7oJ.jpg,0.0,0.3333,/cnDsdEtR1rGJBMrAuQbzBbzWkqC.jpg,1.0,1.0,1.0,0.6667,5,1,overlap_gain
424078,Spirits,/22aTJitI74odsnxVr9uIsuuA55V.jpg,0.0,0.0952,/22aTJitI74odsnxVr9uIsuuA55V.jpg,0.0,0.0952,0.0,0.0,1,0,no
459220,Shockwave,/csqybkX4q5PcJTkkjmsUpWCdiYU.jpg,0.0,0.2857,/csqybkX4q5PcJTkkjmsUpWCdiYU.jpg,0.0,0.2857,0.0,0.0,1,0,no
461724,The Spirits of Jupiter,/73LRallDsuMPYspHJyxffssqK7b.jpg,0.0,0.125,/n6RU8hnuKE7WuapS5xSjfiKyR5T.jpg,1.0,1.0,1.0,0.875,3,1,overlap_gain
465177,Meltdown,/xRtyCI1AcI2igXC0rX2pzm0j1b5.jpg,0.0,0.1111,/nLhdYJBGmNzS3FpaH5m5M4R2hsq.jpg,1.0,1.0,1.0,0.8889,3,1,overlap_gain
466677,Dead South,/tSWIERDkhExNRGhg1rZYm6R8hJX.jpg,0.0,0.3,/tSWIERDkhExNRGhg1rZYm6R8hJX.jpg,0.0,0.3,0.0,0.0,2,0,no
477115,Rasathi Varum Naal,/5Sfaq4pa2KjUZUXg5Fk4h7TFAjX.jpg,0.0,0.3571,/5Sfaq4pa2KjUZUXg5Fk4h7TFAjX.jpg,0.0,0.3571,0.0,0.0,1,0,no
