id,title,current_file_path,current_overlap,current_fuzzy,best_file_path,best_overlap,best_fuzzy,gain_overlap,gain_fuzzy,n_variants,propose,reason
36965,Infection,/nZwQvVEySo7rGI0JR06penAVmr1.jpg,1.0,0.1667,/zLoAaUcg07sWFK1e4qtgGvqvHr3.jpg,0.0,0.5882,-1.0,0.4215,4,0,no
37687,3 A.M.,/5xrbnulJKpxtD2pCN1cdN0TXrMn.jpg,0.0,0.0377,/5xrbnulJKpxtD2pCN1cdN0TXrMn.jpg,0.0,0.0377,0.0,0.0,1,0,no
40338,Naked Massacre,/i1ElgF6v5avfslWm45s3JjzZbPS.jpg,1.0,0.1486,/eXE7aKB0EokJlrt4sm0MhT86htQ.jpg,1.0,0.1486,0.0,0.0,5,0,no
45511,Teacher's Pet,/rQp1gPdjPoUPTWZmnrrXpVZkt0G.jpg,1.0,1.0,/rQp1gPdjPoUPTWZmnrrXpVZkt0G.jpg,1.0,1.0,0.0,0.0,3,0,no
47431,To Make a Killing,/1qQ3tiBTDTLSMzEk0X6NVfdacoL.jpg,0.6667,0.1387,/8d86V178Rt2jKz9iirslBinnUL7.jpg,0.6667,0.5,0.0,0.3613,4,0,no
48808,Closet Space,/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,0.0,0.1386,/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,0.0,0.1386,0.0,0.0,1,0,no
50604,Dark Woods,/5KjHJKWsfwssN1YCPo7u4Tl4l2x.jpg,0.0,0.0076,/5KjHJKWsfwssN1YCPo7u4Tl4l2x.jpg,0.0,0.0076,0.0,0.0,1,0,no
51176,Hellborn,/r0KUoGBEO0sWxTr9hhLf78tXtDg.jpg,1.0,0.0,/r0KUoGBEO0sWxTr9hhLf78tXtDg.jpg,1.0,0.0,0.0,0.0,4,0,no
56383,"Lisa, Lisa",/rV6Irmd9RD0HZXhD7H8ucZceo3V.jpg,1.0,0.0,/rV6Irmd9RD0HZXhD7H8ucZceo3V.jpg,1.0,0.0,0.0,0.0,5,0,no
58796,Canes,/9tq55sjFuJ2NNt0IPrigFKSJ0u6.jpg,0.0,0.2424,/9tq55sjFuJ2NNt0IPrigFKSJ0u6.jpg,0.0,0.2424,0.0,0.0,4,0,no
64623,Vendetta,/3kL2yacKNzPZ6IrxFI8dHJqu6lx.jpg,1.0,0.1481,/3kL2yacKNzPZ6IrxFI8dHJqu6lx.jpg,1.0,0.1481,0.0,0.0,1,0,no
69117,Unseen Evil 2,/p13XVpFphqj2Dc92ZRUeYdKBWAf.jpg,0.0,0.2051,/p13XVpFphqj2Dc92ZRUeYdKBWAf.jpg,0.0,0.2051,0.0,0.0,1,0,no
69142,The Wrath,/gp2Zfza1j955qUU6iyDDdDsJk1H.jpg,0.5,0.186,/gp2Zfza1j955qUU6iyDDdDsJk1H.jpg,0.5,0.186,0.0,0.0,4,0,no
71234,Greed,/iMraYCxCyB4s0IwlLkPtxrbSt2v.jpg,0.0,0.0759,/iMraYCxCyB4s0IwlLkPtxrbSt2v.jpg,0.0,0.0759,0.0,0.0,1,0,no
72654,Parents,/6cSYVV21o7T1iMclovdKqnLqy2d.jpg,1.0,0.4,/6cSYVV21o7T1iMclovdKqnLqy2d.jpg,1.0,0.4,0.0,0.0,2,0,no
74650,Fantasmi,/vKMfMV1vPsRTiM4YQk603rMTdMh.jpg,0.0,0.0683,/8ykbl5Ax5LRg5UjJu2vlmngXjmg.jpg,0.0,0.4706,0.0,0.4023,2,0,no
76659,Beautiful Swordswomen: Double Seppuku,/bLXl3iBAUoDAVK7z3m8kXd7AAye.jpg,0.0,0.1364,/bLXl3iBAUoDAVK7z3m8kXd7AAye.jpg,0.0,0.1364,0.0,0.0,2,0,no
80528,The Darkening,/wicP7cM37z3uhNdV5SwoPBZfib6.jpg,0.0,0.3429,/wicP7cM37z3uhNdV5SwoPBZfib6.jpg,0.0,0.3429,0.0,0.0,1,0,no
81489,Carnivorous,/uJw5Tb7oCoBoalWKfvTxwt9zVZE.jpg,0.0,0.1026,/uJw5Tb7oCoBoalWKfvTxwt9zVZE.jpg,0.0,0.1026,0.0,0.0,1,0,no
82828,Melancholia,/vmXW0lTUEkjpLdOuzZ06kyTca4T.jpg,0.0,0.0138,/vmXW0lTUEkjpLdOuzZ06kyTca4T.jpg,0.0,0.0138,0.0,0.0,1,0,no
82972,Curio,/pFupZQWYGKBaMg9dZhcfj88BZ4A.jpg,1.0,0.0917,/pFupZQWYGKBaMg9dZhcfj88BZ4A.jpg,1.0,0.0917,0.0,0.0,2,0,no
83833,Nostrum,/y33jBhkZAX8hw5WYwze44WCT2CE.jpg,0.0,0.0,/y33jBhkZAX8hw5WYwze44WCT2CE.jpg,0.0,0.0,0.0,0.0,1,0,no
84233,Don't Hang Up,/fccbAyx3DcSHwlR6iwEfwVFhvyD.jpg,1.0,0.241,/fccbAyx3DcSHwlR6iwEfwVFhvyD.jpg,1.0,0.241,0.0,0.0,5,0,no
92312,Django the Bastard,/mEgACOh9FGP9g9XoAp8T4kYVK96.jpg,1.0,0.5,/mEgACOh9FGP9g9XoAp8T4kYVK96.jpg,1.0,0.5,0.0,0.0,5,0,no
95008,Scream... and Die!,/lASZNs0GbkObV1ErUhzwgfIpNj9.jpg,1.0,1.0,/lASZNs0GbkObV1ErUhzwgfIpNj9.jpg,1.0,1.0,0.0,0.0,5,0,no
100467,The Hand That Feeds the Dead,/wijtfpys0hHRi9ZGSYh7T3aJxCt.jpg,1.0,1.0,/wijtfpys0hHRi9ZGSYh7T3aJxCt.jpg,1.0,1.0,0.0,0.0,2,0,no
101730,Henge,/6lWQjl6cQwBT8lF0a5g52S6n2lb.jpg,0.0,0.1818,/g1273UI7b05AxfIifNoW17oX5cf.jpg,0.0,0.2222,0.0,0.0404,2,0,no
102762,Awakening,/jUvlPAF8vCYtkmpus3LvwsQGwwd.jpg,0.0,0.0038,/jUvlPAF8vCYtkmpus3LvwsQGwwd.jpg,0.0,0.0038,0.0,0.0,1,0,no
109703,Cadaver Bay,/nzADzqDkgkilCPaQf1sNsR4X2cB.jpg,0.0,0.1205,/nzADzqDkgkilCPaQf1sNsR4X2cB.jpg,0.0,0.1205,0.0,0.0,1,0,no
109707,Flora,/mgHbHHaclA8YfPvQBi6wRb8q1EY.jpg,1.0,1.0,/mgHbHHaclA8YfPvQBi6wRb8q1EY.jpg,1.0,1.0,0.0,0.0,5,0,no
110772,Stille Nacht IV: Can't Go Wrong Without You,/1CHe4IOSHYoZzb7oV7eh4lVUH1x.jpg,0.875,0.6667,/1CHe4IOSHYoZzb7oV7eh4lVUH1x.jpg,0.875,0.6667,0.0,0.0,3,0,no
122742,El asesino del parking,/gEi29ztmZ5G8qvDn5MdYwYd4tpC.jpg,0.0,0.0255,/gEi29ztmZ5G8qvDn5MdYwYd4tpC.jpg,0.0,0.0255,0.0,0.0,1,0,no
124046,B.O.R.N.,/trUBdVKkA3K2G1czud2hejVlYGl.jpg,0.0,0.1,/trUBdVKkA3K2G1czud2hejVlYGl.jpg,0.0,0.1,0.0,0.0,2,0,no
125294,Rough Draft,/w46brjapQYaZon6GHtiVeehmJ4T.jpg,1.0,0.274,/w46brjapQYaZon6GHtiVeehmJ4T.jpg,1.0,0.274,0.0,0.0,2,0,no
128655,Haunted High,/ifZy0E6ulw73yb2pbkaKiQAr07T.jpg,0.5,0.1639,/ifZy0E6ulw73yb2pbkaKiQAr07T.jpg,0.5,0.1639,0.0,0.0,3,0,no
131575,Fear Has 1000 Eyes,/vwz6fTY8YFkouYjeTMJY9l4pEwq.jpg,0.75,1.0,/vwz6fTY8YFkouYjeTMJY9l4pEwq.jpg,0.75,1.0,0.0,0.0,2,0,no
131815,The Sea Serpent,/u04cvzPQTmz60zxTbXFCgPH3ncO.jpg,0.3333,0.3784,/u04cvzPQTmz60zxTbXFCgPH3ncO.jpg,0.3333,0.3784,0.0,0.0,1,0,no
135973,Pennhurst,/nB5XpTMsO6ukDV0vzjseM45sKFa.jpg,1.0,0.1295,/nB5XpTMsO6ukDV0vzjseM45sKFa.jpg,1.0,0.1295,0.0,0.0,2,0,no
144839,Evil Stalks This House,/62F7aEOKyqmfkDtG4fN9YZasGsY.jpg,1.0,1.0,/62F7aEOKyqmfkDtG4fN9YZasGsY.jpg,1.0,1.0,0.0,0.0,2,0,no
144909,Charm,/pS9d7Qz5IjbOzJr1XJPNhuaUm4r.jpg,0.0,0.098,/pS9d7Qz5IjbOzJr1XJPNhuaUm4r.jpg,0.0,0.098,0.0,0.0,1,0,no
163543,Shelf Life,/75jaF5REzdTuGUTs4fZoNkk0iHZ.jpg,1.0,0.0036,/75jaF5REzdTuGUTs4fZoNkk0iHZ.jpg,1.0,0.0036,0.0,0.0,2,0,no
164423,Ghost of the Needle,/1LS2hvSXLx7T8CWUgpcUwwBHC46.jpg,0.25,0.0369,/1LS2hvSXLx7T8CWUgpcUwwBHC46.jpg,0.25,0.0369,0.0,0.0,1,0,no
192252,The Princess and Toxicant,/lGlYpE4BX691WjjvoKCSFtspKg7.jpg,0.0,0.2581,/es37DEHY8Kx6SxXZrwGdhnKvVLe.jpg,0.0,0.0645,0.0,-0.1936,1,0,no
192573,Zapatlela,/r7lWqWPUXJ3gqjNQubgaOCSI0tR.jpg,0.0,0.0927,/w4GMCJhPbrJN681t6UiaoQgsxo7.jpg,0.0,0.0781,0.0,-0.0146,1,0,no
200377,The Evolution of Snuff,/8o6H3httwOtAWQPOIXHm9qUKKbd.jpg,0.25,0.2759,/8o6H3httwOtAWQPOIXHm9qUKKbd.jpg,0.25,0.2759,0.0,0.0,1,0,no
200672,Torro. Torro. Torro!,/3sCzrtgWaimNKVXk9FHRPx0Q2I4.jpg,0.0,0.0245,/3sCzrtgWaimNKVXk9FHRPx0Q2I4.jpg,0.0,0.0245,0.0,0.0,1,0,no
200803,Altered Species,/93mzxkyy5kaDM1fXXTL2f7yWdHv.jpg,1.0,0.5957,/93mzxkyy5kaDM1fXXTL2f7yWdHv.jpg,1.0,0.5957,0.0,0.0,3,0,no
204611,The McPherson Tape,/7HT0pnqdIejrjciSnYDvVGL4rXB.jpg,1.0,1.0,/7HT0pnqdIejrjciSnYDvVGL4rXB.jpg,1.0,1.0,0.0,0.0,5,0,no
208703,Rufus,/4HaHva32h3bZ7UfbQmOhzbGJ0Gb.jpg,1.0,1.0,/4HaHva32h3bZ7UfbQmOhzbGJ0Gb.jpg,1.0,1.0,0.0,0.0,4,0,no
210587,Yellow,/3olg9GQuC7xtym6H1gEVHznm8ee.jpg,0.0,0.0976,/cH0uNpmMUdg9Nu8J4qFRtsTSdFc.jpg,0.0,0.1493,0.0,0.0517,2,0,no
210734,Battlefield Death Tales,/z453yQUIEXI5mG695ZfeEMkDZnx.jpg,0.0,0.3636,/z453yQUIEXI5mG695ZfeEMkDZnx.jpg,0.0,0.3636,0.0,0.0,1,0,no
214680,Convergence,/b15UobERIODyWwjuIGVRKLBLBkO.jpg,0.0,0.1649,/b15UobERIODyWwjuIGVRKLBLBkO.jpg,0.0,0.1649,0.0,0.0,1,0,no
215280,Billy Badd,/zJwP5epnNOuna569g2fI9QZeeJ1.jpg,0.0,0.0,/zJwP5epnNOuna569g2fI9QZeeJ1.jpg,0.0,0.0,0.0,0.0,1,0,no
216139,Burned at the Stake,/qmMaHJxlcOG7ZByHbO3DPR2KUVD.jpg,0.5,0.0126,/qmMaHJxlcOG7ZByHbO3DPR2KUVD.jpg,0.5,0.0126,0.0,0.0,5,0,no
217903,El virus del poder,/wnx0OxIJiWfChDJ2GuGsKqk4RWS.jpg,1.0,0.25,/wnx0OxIJiWfChDJ2GuGsKqk4RWS.jpg,1.0,0.25,0.0,0.0,1,0,no
219961,Sonata,/A1C6UkDJudXNeTRjB33J9iJASQg.jpg,0.0,0.1633,/A1C6UkDJudXNeTRjB33J9iJASQg.jpg,0.0,0.1633,0.0,0.0,1,0,no
223281,The Unspeakable,/k3QdOgPjhJsjbd4xjM96gGzPcxr.jpg,1.0,1.0,/k3QdOgPjhJsjbd4xjM96gGzPcxr.jpg,1.0,1.0,0.0,0.0,2,0,no
223344,Maxie,/b8oVCFTxDwF2m5CQwgqzdpppkIp.jpg,0.0,0.0473,/b8oVCFTxDwF2m5CQwgqzdpppkIp.jpg,0.0,0.0473,0.0,0.0,1,0,no
226023,The Men Who Fell,/qUnmfvrrmn1BFcc7KkXyzwwRrHi.jpg,0.0,0.124,/qUnmfvrrmn1BFcc7KkXyzwwRrHi.jpg,0.0,0.124,0.0,0.0,1,0,no
227433,Hong-Do Mirror,/tFyHHxAMmwA76jTb9YRQoocFRmw.jpg,0.0,0.375,/tFyHHxAMmwA76jTb9YRQoocFRmw.jpg,0.0,0.375,0.0,0.0,2,0,no
244305,The Ice House,/x0SzhzlHaOL0oJXo0NkXjPpF9aN.jpg,1.0,0.1078,/x0SzhzlHaOL0oJXo0NkXjPpF9aN.jpg,1.0,0.1078,0.0,0.0,2,0,no
250172,Martyris,/xBJo7IqWXlStHudpHTFXlSsZG5s.jpg,0.0,0.0753,/xBJo7IqWXlStHudpHTFXlSsZG5s.jpg,0.0,0.0753,0.0,0.0,1,0,no
250788,Savage Encounter,/4Y2Kmg6NLLy4KX9egc5D4Zb2O5I.jpg,1.0,0.2542,/4Y2Kmg6NLLy4KX9egc5D4Zb2O5I.jpg,1.0,0.2542,0.0,0.0,2,0,no
251526,The Mutagen,/ezpSbTs0epele0tkVKSRkhS7mco.jpg,0.0,0.1918,/ezpSbTs0epele0tkVKSRkhS7mco.jpg,0.0,0.1918,0.0,0.0,1,0,no
254701,The Mask of Love,/laWI93XRbbI2qEnAFPETLUkNwD5.jpg,0.25,0.1463,/laWI93XRbbI2qEnAFPETLUkNwD5.jpg,0.25,0.1463,0.0,0.0,1,0,no
257275,The Night Comes Too Soon,/5cbhJNkBnonH6qJQgMDyc2qf0Eb.jpg,0.2,0.5854,/5cbhJNkBnonH6qJQgMDyc2qf0Eb.jpg,0.2,0.5854,0.0,0.0,3,0,no
258726,The Game,/cdyvTnRAOxVbQfRtV7pT6rhzHkK.jpg,0.0,0.2778,/e0p03Vy5V76xkFUCGnTTCzRm3Dy.jpg,0.0,0.3158,0.0,0.038,3,0,no
259828,Bloodless,/474HmunD3keIwtapMuRdTKB2pPF.jpg,0.0,0.08,/474HmunD3keIwtapMuRdTKB2pPF.jpg,0.0,0.08,0.0,0.0,1,0,no
260824,Under Surveillance,/kdgMFG1sY3oXPDoYelHCgKa8qqP.jpg,0.0,0.129,/kdgMFG1sY3oXPDoYelHCgKa8qqP.jpg,0.0,0.129,0.0,0.0,1,0,no
262919,Catacombs,/jaMF5hgc9U11vrbVEdFmsHA2nVJ.jpg,0.0,0.1159,/gqbuXMErRMrmRc55m35Y10WCmtZ.jpg,0.0,0.2,0.0,0.0841,4,0,no
265321,A Shred Of Mist,/1cy71eeNjdhbTZSVkOa24fsAHyQ.jpg,0.3333,0.0072,/1cy71eeNjdhbTZSVkOa24fsAHyQ.jpg,0.3333,0.0072,0.0,0.0,1,0,no
272100,Supernatural,/53KU5vgHQtjh5xwFqbRmDUVZYqj.jpg,1.0,1.0,/53KU5vgHQtjh5xwFqbRmDUVZYqj.jpg,1.0,1.0,0.0,0.0,5,0,no
273418,Killer Dead,/mYuEWRvrxGKHGPzdxXY00rGRJHC.jpg,0.0,0.1429,/mYuEWRvrxGKHGPzdxXY00rGRJHC.jpg,0.0,0.1429,0.0,0.0,1,0,no
275203,Locked in a Room,/qCVl8zow8BuYhPrIeXExTnGE7pm.jpg,1.0,0.7692,/qCVl8zow8BuYhPrIeXExTnGE7pm.jpg,1.0,0.7692,0.0,0.0,2,0,no
276692,Natural Selection,/kmK64pGj3qJov5PHzA5wlcy1KNG.jpg,0.0,0.1916,/kmK64pGj3qJov5PHzA5wlcy1KNG.jpg,0.0,0.1916,0.0,0.0,1,0,no
277506,Invicta,/kaGpoLrYh8EOVu16zJA7iiwXSPw.jpg,0.0,0.1111,/kaGpoLrYh8EOVu16zJA7iiwXSPw.jpg,0.0,0.1111,0.0,0.0,1,0,no
280928,A Chilling Cosplay,/o9ROr30gNeL8dRWZSMwyvR9SWw7.jpg,0.0,0.0719,/o9ROr30gNeL8dRWZSMwyvR9SWw7.jpg,0.0,0.0719,0.0,0.0,1,0,no
286681,Vayanadan Thampan,/boYm1heIyLu0p2E335z3DPiNc49.jpg,0.0,0.1287,/342UTLrU2GF2gCkDGfBKbj5R6Hn.jpg,0.0,0.12,0.0,-0.0087,1,0,no
289476,Kill Me Tomorrow,/dnLLx5mJ536VEH6YgnFUNAlyJiP.jpg,0.0,0.1667,/dnLLx5mJ536VEH6YgnFUNAlyJiP.jpg,0.0,0.1667,0.0,0.0,1,0,no
290696,Dysmorphia,/2ljxAHBIQKNBgSuLGamPwPKGYBU.jpg,1.0,1.0,/2ljxAHBIQKNBgSuLGamPwPKGYBU.jpg,1.0,1.0,0.0,0.0,5,0,no
290732,VIViD,/VirWpx8UbFlKk2LuUIPJrCcBbn.jpg,1.0,0.4762,/VirWpx8UbFlKk2LuUIPJrCcBbn.jpg,1.0,0.4762,0.0,0.0,5,0,no
292227,Night is the Time For Killing,/mqkxympXKa2gsHfQ6KCRPY8Ts92.jpg,0.3333,0.2131,/mqkxympXKa2gsHfQ6KCRPY8Ts92.jpg,0.3333,0.2131,0.0,0.0,2,0,no
294488,Maniac Too!,/uwWcnJvOi3e6y3n1kv6pt0GP9lQ.jpg,0.0,0.1348,/uwWcnJvOi3e6y3n1kv6pt0GP9lQ.jpg,0.0,0.1348,0.0,0.0,1,0,no
299637,Masseur’s Curse,/pH2r170zmYOajkLOHNEuPL6wmVP.jpg,0.0,0.2623,/pH2r170zmYOajkLOHNEuPL6wmVP.jpg,0.0,0.2623,0.0,0.0,2,0,no
300817,Graves & Bones,/cXnLR3frbI1ZrEuy2j7Ub7xic0.jpg,1.0,1.0,/cXnLR3frbI1ZrEuy2j7Ub7xic0.jpg,1.0,1.0,0.0,0.0,1,0,no
302038,An Erotic Tale of Ms. Dracula,/nBrYeXLAdqlH30CO2VpMTXgXeTk.jpg,1.0,1.0,/nBrYeXLAdqlH30CO2VpMTXgXeTk.jpg,1.0,1.0,0.0,0.0,3,0,no
302512,Awaken the Devil,/uducCd6iOb5eBaQm18ouZ6aRlmM.jpg,0.3333,0.0102,/uducCd6iOb5eBaQm18ouZ6aRlmM.jpg,0.3333,0.0102,0.0,0.0,1,0,no
303898,Cut Throat,/xtxOdFj4yUZdGMYaTNHaA7VOEaT.jpg,1.0,0.5806,/xtxOdFj4yUZdGMYaTNHaA7VOEaT.jpg,1.0,0.5806,0.0,0.0,4,0,no
308135,Cryptid,/wSODkEM8hm952IXZI73mwBVdJmL.jpg,0.0,0.0,/wSODkEM8hm952IXZI73mwBVdJmL.jpg,0.0,0.0,0.0,0.0,1,0,no
308421,Somebody's There,/7jV3PYF3sQ2CVRDsIlpUdtNsUUg.jpg,0.0,0.2062,/7jV3PYF3sQ2CVRDsIlpUdtNsUUg.jpg,0.0,0.2062,0.0,0.0,1,0,no
309063,The Ouija Experiment 2: Theatre of Death,/oqOvK0nyUCA32qp4xsNONzgMKkR.jpg,0.8333,0.725,/oqOvK0nyUCA32qp4xsNONzgMKkR.jpg,0.8333,0.725,0.0,0.0,3,0,no
321768,Captive,/Amqdt4zL6wt5StJNxR4blfyMFu8.jpg,1.0,0.026,/Amqdt4zL6wt5StJNxR4blfyMFu8.jpg,1.0,0.026,0.0,0.0,2,0,no
322858,The Third Sex,/snzSFKPWUMFONxYbhivnDkEXnIO.jpg,0.0,0.2581,/snzSFKPWUMFONxYbhivnDkEXnIO.jpg,0.0,0.2581,0.0,0.0,1,0,no
328939,Cheerleader Camp 2 the Death,/sbrOnyatrFN11VO0EDWtsbYakni.jpg,1.0,1.0,/sbrOnyatrFN11VO0EDWtsbYakni.jpg,1.0,1.0,0.0,0.0,5,0,no
332689,Playing with Dolls,/c2dgNpCRWc1zlgltuvqjyOuiJfY.jpg,1.0,1.0,/9mTZw5FG99Qnb6KeSZ6clSJ73wm.jpg,1.0,1.0,0.0,0.0,5,0,no
336107,Meat the Jones,/rOVg9nIwjwcfNqEdGrfN331D8XT.jpg,0.3333,0.5,/rOVg9nIwjwcfNqEdGrfN331D8XT.jpg,0.3333,0.5,0.0,0.0,2,0,no
347438,Kamara Kattu,/jOrmemeTahRUISXsif2eq4LJUAB.jpg,0.0,0.0087,/jOrmemeTahRUISXsif2eq4LJUAB.jpg,0.0,0.0087,0.0,0.0,1,0,no
347855,Curtain,/qVoBlKoBg4xfnBP6lIuozzQPAsi.jpg,0.0,0.1739,/qVoBlKoBg4xfnBP6lIuozzQPAsi.jpg,0.0,0.1739,0.0,0.0,1,0,no
354386,Turnover,/yioVDzmwml47SVywSjUZRlpElt4.jpg,0.0,0.1633,/yioVDzmwml47SVywSjUZRlpElt4.jpg,0.0,0.1633,0.0,0.0,1,0,no
359056,Primordial,/bwXwUdpBsB5rav8ij0cMDsjppNx.jpg,0.0,0.2069,/2QKQUDFtL50Cj9IwUu6HnPr7NAU.jpg,0.0,0.6667,0.0,0.4598,4,0,no
362807,Paranoid,/cM7MXLsK2wCBPOaS0Kx4lGF3GwO.jpg,0.0,0.3077,/cM7MXLsK2wCBPOaS0Kx4lGF3GwO.jpg,0.0,0.3077,0.0,0.0,1,0,no
366071,Enchiridion,/g4vuzLgXCsQkv81NSuIZGtj3msf.jpg,0.0,0.2,/g4vuzLgXCsQkv81NSuIZGtj3msf.jpg,0.0,0.2,0.0,0.0,1,0,no
373027,Geheimnisvolle Freundinnen,/fRSAhijgMYl8xnYgfEuvkVicVx2.jpg,1.0,0.3268,/fRSAhijgMYl8xnYgfEuvkVicVx2.jpg,1.0,0.3268,0.0,0.0,1,0,no
379100,M is for Merry Christmas,/dQED4TeHOkZ5MXV7ipMRkqkssYO.jpg,0.0,0.1449,/2UyzD2h6buxQeYGcmOZS1RfyXFS.jpg,0.0,0.1449,0.0,0.0,2,0,no
382052,Not Alone,/6WJGrYga0zshLeu5QkZ5r4EJadm.jpg,0.0,0.3333,/6WJGrYga0zshLeu5QkZ5r4EJadm.jpg,0.0,0.3333,0.0,0.0,2,0,no
385378,Gemini,/bzqJHC48CWmGEJ0CemZ2co9jNSx.jpg,0.0,0.0962,/7evAzh0JTESI6xlvXx4LW1kimwt.jpg,0.0,0.1176,0.0,0.0214,2,0,no
392051,The Damned Thing,/vbvnKjnH4uDvYcnhe9yb6BOnAXd.jpg,1.0,1.0,/vbvnKjnH4uDvYcnhe9yb6BOnAXd.jpg,1.0,1.0,0.0,0.0,2,0,no
398656,Possessed,/yPE1T5O4COQ9nN2iHVLsPctzYqf.jpg,0.0,0.068,/yPE1T5O4COQ9nN2iHVLsPctzYqf.jpg,0.0,0.068,0.0,0.0,1,0,no
404206,The Music of Jo Hyeja,/1aL2kLtwpFHN59Y5jtE3Yn4gT7D.jpg,0.0,0.2609,/1aL2kLtwpFHN59Y5jtE3Yn4gT7D.jpg,0.0,0.2609,0.0,0.0,1,0,no
404713,Downhill,/mhEzwO6HbYwifOoqe5NUIx2YmAT.jpg,1.0,0.1553,/mhEzwO6HbYwifOoqe5NUIx2YmAT.jpg,1.0,0.1553,0.0,0.0,1,0,no
406582,Delirium,/pTRhNMh7ndYFVfG4Qhjqgu7WDqb.jpg,0.0,0.1538,/pTRhNMh7ndYFVfG4Qhjqgu7WDqb.jpg,0.0,0.1538,0.0,0.0,1,0,no
410464,Wild Things,/5H9I7AXKoUTiK3IADV1R83cRqrh.jpg,0.0,0.1942,/5H9I7AXKoUTiK3IADV1R83cRqrh.jpg,0.0,0.1942,0.0,0.0,1,0,no
412471,Dark Silence,/pnZDyaoo9OSm2tAHMqf03z9YNWz.jpg,1.0,1.0,/pnZDyaoo9OSm2tAHMqf03z9YNWz.jpg,1.0,1.0,0.0,0.0,4,0,no
412998,Mo,/cY71cdcxk3GWIFrRDnEkUt9ysX6.jpg,0.0,0.0,/cY71cdcxk3GWIFrRDnEkUt9ysX6.jpg,0.0,0.0,0.0,0.0,1,0,no
415852,Blood Church,/zlIa027GbOplbDef65B8dqRKowy.jpg,0.0,0.2667,/luXFqlhYSqsF7nihfEd3Uw4olf7.jpg,0.0,0.2667,0.0,0.0,5,0,no
417180,Vacant House,/jNwRbjsHBDDaYqUOqYUMogRx86R.jpg,1.0,0.5946,/jNwRbjsHBDDaYqUOqYUMogRx86R.jpg,1.0,0.5946,0.0,0.0,2,0,no
419018,Pearlies,/4yjDIsPfyCmCgErrl4fn9RnJz9u.jpg,0.0,0.0,/4yjDIsPfyCmCgErrl4fn9RnJz9u.jpg,0.0,0.0,0.0,0.0,1,0,no
421490,Tall Men,/mC7FhsDmkPvCyIBX2FHXDTBlS8R.jpg,1.0,1.0,/mC7FhsDmkPvCyIBX2FHXDTBlS8R.jpg,1.0,1.0,0.0,0.0,5,0,no
424078,Spirits,/22aTJitI74odsnxVr9uIsuuA55V.jpg,0.0,0.1449,/22aTJitI74odsnxVr9uIsuuA55V.jpg,0.0,0.1449,0.0,0.0,1,0,no
459220,Shockwave,/csqybkX4q5PcJTkkjmsUpWCdiYU.jpg,0.0,0.0952,/csqybkX4q5PcJTkkjmsUpWCdiYU.jpg,0.0,0.0952,0.0,0.0,1,0,no
461724,The Spirits of Jupiter,/tViJzQsFKI1X296wq7PzJzOcXOh.jpg,1.0,0.0474,/tViJzQsFKI1X296wq7PzJzOcXOh.jpg,1.0,0.0474,0.0,0.0,3,0,no
